['x1', 'y2', 'w', 'h']
[449, 227, 295, 178]
[596, 228, 295, 177]
[743, 228, 295, 177]
[890, 228, 295, 177]
[1037, 229, 295, 177]
[1184, 229, 295, 177]
[1331, 229, 295, 177]
[1478, 229, 295, 178]
[1625, 230, 295, 177]
[1772, 230, 295, 177]
[1919, 230, 295, 177]
[2066, 230, 295, 177]
[2213, 230, 295, 177]
[2360, 230, 295, 177]
[2507, 231, 295, 177]
[2654, 231, 295, 177]
[2801, 231, 295, 177]
[2948, 231, 295, 177]
[3095, 232, 295, 177]
[3242, 232, 295, 178]
[3389, 233, 295, 179]
[449, 462, 295, 178]
[596, 462, 295, 178]
[743, 462, 295, 178]
[890, 462, 295, 179]
[1037, 463, 295, 178]
[1184, 463, 295, 178]
[1331, 463, 295, 178]
[1478, 463, 295, 179]
[1625, 463, 295, 179]
[1772, 463, 295, 179]
[1919, 463, 295, 179]
[2066, 464, 295, 178]
[2213, 464, 295, 179]
[2360, 464, 295, 179]
[2507, 465, 295, 178]
[2654, 465, 295, 178]
[2801, 465, 295, 179]
[2948, 466, 295, 178]
[3095, 466, 295, 178]
[3242, 466, 295, 179]
[3389, 467, 295, 179]
[449, 697, 295, 179]
[596, 697, 295, 179]
[743, 698, 295, 179]
[890, 698, 295, 179]
[1037, 698, 295, 179]
[1184, 699, 295, 178]
[1331, 699, 295, 179]
[1478, 699, 295, 179]
[1625, 699, 295, 179]
[1772, 699, 295, 179]
[1919, 700, 295, 178]
[2066, 700, 295, 179]
[2213, 700, 295, 179]
[2360, 700, 295, 179]
[2507, 701, 295, 179]
[2654, 701, 295, 179]
[2801, 701, 295, 179]
[2948, 701, 295, 179]
[3095, 702, 295, 179]
[3242, 702, 295, 179]
[3389, 702, 295, 180]
[449, 933, 295, 177]
[596, 933, 295, 177]
[743, 934, 295, 177]
[890, 934, 295, 177]
[1037, 934, 295, 177]
[1184, 935, 295, 177]
[1331, 935, 295, 177]
[1478, 935, 295, 177]
[1625, 935, 295, 177]
[1772, 935, 295, 178]
[1919, 936, 295, 177]
[2066, 936, 295, 177]
[2213, 936, 295, 177]
[2360, 936, 295, 178]
[2507, 937, 295, 177]
[2654, 937, 295, 177]
[2801, 937, 295, 177]
[2948, 937, 295, 178]
[3095, 938, 295, 177]
[3242, 938, 295, 178]
[3389, 939, 295, 177]
[449, 1167, 295, 178]
[596, 1167, 295, 178]
[743, 1167, 295, 178]
[890, 1168, 295, 178]
[1037, 1168, 295, 178]
[1184, 1168, 295, 178]
[1331, 1168, 295, 178]
[1478, 1168, 295, 179]
[1625, 1169, 295, 178]
[1772, 1169, 295, 178]
[1919, 1169, 295, 178]
[2066, 1170, 295, 178]
[2213, 1170, 295, 178]
[2360, 1170, 295, 178]
[2507, 1171, 295, 177]
[2654, 1171, 295, 178]
[2801, 1171, 295, 178]
[2948, 1171, 295, 178]
[3095, 1172, 295, 178]
[3242, 1172, 295, 178]
[3389, 1172, 295, 179]
[449, 1401, 295, 178]
[596, 1401, 295, 179]
[743, 1402, 295, 178]
[890, 1402, 295, 178]
[1037, 1403, 295, 178]
[1184, 1403, 295, 178]
[1331, 1403, 295, 178]
[1478, 1404, 295, 177]
[1625, 1404, 295, 178]
[1772, 1404, 295, 178]
[1919, 1404, 295, 178]
[2066, 1404, 295, 178]
[2213, 1405, 295, 178]
[2360, 1405, 295, 178]
[2507, 1405, 295, 179]
[2654, 1405, 295, 179]
[2801, 1406, 295, 178]
[2948, 1406, 295, 178]
[3095, 1406, 295, 179]
[3242, 1407, 295, 178]
[3389, 1407, 295, 178]
