['x1', 'y1', 'x2', 'y2']
[357, 224, 649, 401]
[503, 224, 795, 398]
[649, 225, 941, 398]
[795, 226, 1087, 399]
[941, 228, 1233, 401]
[1087, 229, 1379, 402]
[1233, 231, 1525, 405]
[1379, 232, 1671, 405]
[1525, 234, 1817, 406]
[1671, 235, 1963, 409]
[1817, 235, 2109, 411]
[1963, 237, 2255, 412]
[2109, 240, 2401, 415]
[2255, 242, 2547, 417]
[2401, 244, 2693, 419]
[2547, 248, 2839, 422]
[2693, 251, 2985, 424]
[2839, 254, 3131, 424]
[2985, 254, 3277, 425]
[3131, 254, 3423, 425]
[3277, 256, 3569, 427]
[3423, 257, 3715, 428]
[357, 452, 649, 629]
[503, 452, 795, 629]
[649, 454, 941, 629]
[795, 454, 1087, 631]
[941, 455, 1233, 632]
[1087, 457, 1379, 632]
[1233, 458, 1525, 634]
[1379, 460, 1671, 634]
[1525, 461, 1817, 637]
[1671, 462, 1963, 637]
[1817, 464, 2109, 637]
[1963, 464, 2255, 638]
[2109, 465, 2401, 638]
[2255, 467, 2547, 640]
[2401, 468, 2693, 641]
[2547, 471, 2839, 642]
[2693, 471, 2985, 642]
[2839, 471, 3131, 642]
[2985, 471, 3277, 642]
[3131, 473, 3423, 644]
[3277, 474, 3569, 645]
[3423, 476, 3715, 645]
[357, 683, 649, 860]
[503, 684, 795, 860]
[649, 684, 941, 860]
[795, 685, 1087, 860]
[941, 685, 1233, 860]
[1087, 685, 1379, 861]
[1233, 687, 1525, 861]
[1379, 687, 1671, 861]
[1525, 687, 1817, 861]
[1671, 687, 1963, 861]
[1817, 687, 2109, 861]
[1963, 688, 2255, 861]
[2109, 688, 2401, 861]
[2255, 690, 2547, 862]
[2401, 690, 2693, 862]
[2547, 690, 2839, 862]
[2693, 691, 2985, 862]
[2839, 691, 3131, 864]
[2985, 691, 3277, 864]
[3131, 693, 3423, 864]
[3277, 693, 3569, 864]
[3423, 694, 3715, 864]
[357, 911, 649, 1090]
[503, 914, 795, 1090]
[649, 916, 941, 1090]
[795, 917, 1087, 1090]
[941, 917, 1233, 1090]
[1087, 917, 1379, 1088]
[1233, 917, 1525, 1088]
[1379, 916, 1671, 1088]
[1525, 916, 1817, 1088]
[1671, 916, 1963, 1087]
[1817, 916, 2109, 1087]
[1963, 916, 2255, 1085]
[2109, 916, 2401, 1085]
[2255, 916, 2547, 1084]
[2401, 916, 2693, 1084]
[2547, 916, 2839, 1084]
[2693, 914, 2985, 1084]
[2839, 914, 3131, 1084]
[2985, 914, 3277, 1084]
[3131, 913, 3423, 1082]
[3277, 913, 3569, 1082]
[3423, 914, 3715, 1082]
[357, 1139, 649, 1320]
[503, 1140, 795, 1320]
[649, 1140, 941, 1320]
[795, 1139, 1087, 1319]
[941, 1137, 1233, 1317]
[1087, 1137, 1379, 1316]
[1233, 1136, 1525, 1313]
[1379, 1136, 1671, 1311]
[1525, 1136, 1817, 1311]
[1671, 1134, 1963, 1310]
[1817, 1134, 2109, 1310]
[1963, 1133, 2255, 1308]
[2109, 1133, 2401, 1307]
[2255, 1131, 2547, 1307]
[2401, 1131, 2693, 1305]
[2547, 1131, 2839, 1305]
[2693, 1131, 2985, 1304]
[2839, 1130, 3131, 1304]
[2985, 1130, 3277, 1304]
[3131, 1130, 3423, 1304]
[3277, 1131, 3569, 1304]
[3423, 1131, 3715, 1303]
