['x1', 'y1', 'x2', 'y2']
[375, 223, 690, 404]
[532, 223, 847, 398]
[689, 224, 1004, 399]
[846, 226, 1161, 401]
[1003, 227, 1318, 402]
[1160, 229, 1475, 405]
[1317, 230, 1632, 405]
[1474, 231, 1789, 407]
[1631, 233, 1946, 408]
[1788, 233, 2103, 410]
[1945, 233, 2260, 412]
[2102, 237, 2417, 414]
[2259, 240, 2574, 417]
[2416, 242, 2731, 420]
[2573, 244, 2888, 421]
[2730, 249, 3045, 423]
[2887, 252, 3202, 424]
[3044, 252, 3359, 424]
[3201, 252, 3516, 424]
[3358, 252, 3673, 425]
[375, 455, 690, 636]
[532, 455, 847, 635]
[689, 457, 1004, 635]
[846, 458, 1161, 638]
[1003, 459, 1318, 638]
[1160, 461, 1475, 639]
[1317, 462, 1632, 639]
[1474, 464, 1789, 640]
[1631, 464, 1946, 640]
[1788, 465, 2103, 640]
[1945, 465, 2260, 642]
[2102, 467, 2417, 643]
[2259, 470, 2574, 643]
[2416, 471, 2731, 643]
[2573, 473, 2888, 645]
[2730, 473, 3045, 645]
[2887, 473, 3202, 646]
[3044, 474, 3359, 646]
[3201, 475, 3516, 646]
[3358, 475, 3673, 648]
[375, 692, 690, 871]
[532, 692, 847, 871]
[689, 692, 1004, 871]
[846, 692, 1161, 870]
[1003, 693, 1318, 870]
[1160, 693, 1475, 870]
[1317, 693, 1632, 870]
[1474, 695, 1789, 870]
[1631, 695, 1946, 870]
[1788, 695, 2103, 870]
[1945, 695, 2260, 870]
[2102, 695, 2417, 870]
[2259, 696, 2574, 870]
[2416, 696, 2731, 870]
[2573, 696, 2888, 870]
[2730, 696, 3045, 870]
[2887, 698, 3202, 870]
[3044, 698, 3359, 871]
[3201, 698, 3516, 871]
[3358, 699, 3673, 871]
[375, 924, 690, 1105]
[532, 929, 847, 1105]
[689, 929, 1004, 1105]
[846, 929, 1161, 1105]
[1003, 929, 1318, 1104]
[1160, 929, 1475, 1104]
[1317, 929, 1632, 1102]
[1474, 927, 1789, 1102]
[1631, 927, 1946, 1101]
[1788, 927, 2103, 1099]
[1945, 926, 2260, 1099]
[2102, 926, 2417, 1099]
[2259, 926, 2574, 1098]
[2416, 926, 2731, 1098]
[2573, 926, 2888, 1096]
[2730, 924, 3045, 1096]
[2887, 924, 3202, 1095]
[3044, 923, 3359, 1095]
[3201, 923, 3516, 1095]
[3358, 923, 3673, 1094]
[375, 1155, 690, 1339]
[532, 1158, 847, 1339]
[689, 1157, 1004, 1339]
[846, 1155, 1161, 1338]
[1003, 1154, 1318, 1335]
[1160, 1154, 1475, 1333]
[1317, 1152, 1632, 1330]
[1474, 1151, 1789, 1327]
[1631, 1151, 1946, 1327]
[1788, 1149, 2103, 1327]
[1945, 1149, 2260, 1326]
[2102, 1148, 2417, 1325]
[2259, 1148, 2574, 1323]
[2416, 1148, 2731, 1323]
[2573, 1146, 2888, 1322]
[2730, 1145, 3045, 1320]
[2887, 1145, 3202, 1320]
[3044, 1145, 3359, 1320]
[3201, 1145, 3516, 1320]
[3358, 1145, 3673, 1320]
