['x1', 'y1', 'x2', 'y2']
[532, 208, 818, 390]
[675, 208, 961, 388]
[818, 207, 1104, 390]
[961, 207, 1247, 390]
[1104, 207, 1390, 390]
[1247, 207, 1533, 390]
[1390, 207, 1676, 391]
[1533, 207, 1819, 391]
[1676, 205, 1962, 390]
[1819, 205, 2105, 388]
[1962, 204, 2248, 388]
[2105, 202, 2391, 388]
[2248, 202, 2534, 387]
[2391, 202, 2677, 387]
[2534, 202, 2820, 385]
[2677, 202, 2963, 387]
[2820, 205, 3106, 390]
[2963, 207, 3249, 394]
[3106, 210, 3392, 399]
[3249, 214, 3535, 406]
[3392, 220, 3678, 420]
[532, 451, 818, 632]
[675, 451, 961, 634]
[818, 451, 1104, 634]
[961, 452, 1247, 634]
[1104, 452, 1390, 634]
[1247, 452, 1533, 634]
[1390, 452, 1676, 634]
[1533, 452, 1819, 634]
[1676, 451, 1962, 634]
[1819, 451, 2105, 634]
[1962, 451, 2248, 634]
[2105, 451, 2391, 634]
[2248, 449, 2534, 634]
[2391, 449, 2677, 634]
[2534, 449, 2820, 634]
[2677, 449, 2963, 635]
[2820, 449, 3106, 637]
[2963, 452, 3249, 640]
[3106, 454, 3392, 641]
[3249, 458, 3535, 647]
[3392, 461, 3678, 652]
[532, 693, 818, 876]
[675, 693, 961, 876]
[818, 695, 1104, 876]
[961, 695, 1247, 876]
[1104, 695, 1390, 878]
[1247, 695, 1533, 878]
[1390, 696, 1676, 879]
[1533, 696, 1819, 881]
[1676, 696, 1962, 881]
[1819, 696, 2105, 881]
[1962, 696, 2248, 882]
[2105, 698, 2391, 882]
[2248, 698, 2534, 882]
[2391, 698, 2677, 884]
[2534, 699, 2820, 885]
[2677, 699, 2963, 885]
[2820, 699, 3106, 885]
[2963, 701, 3249, 887]
[3106, 702, 3392, 887]
[3249, 702, 3535, 887]
[3392, 704, 3678, 887]
[532, 931, 818, 1113]
[675, 933, 961, 1114]
[818, 936, 1104, 1116]
[961, 936, 1247, 1117]
[1104, 937, 1390, 1119]
[1247, 939, 1533, 1120]
[1390, 940, 1676, 1123]
[1533, 942, 1819, 1123]
[1676, 942, 1962, 1126]
[1819, 943, 2105, 1126]
[1962, 945, 2248, 1129]
[2105, 946, 2391, 1129]
[2248, 946, 2534, 1132]
[2391, 948, 2677, 1132]
[2534, 949, 2820, 1134]
[2677, 949, 2963, 1134]
[2820, 949, 3106, 1134]
[2963, 949, 3249, 1134]
[3106, 948, 3392, 1132]
[3249, 946, 3535, 1129]
[3392, 942, 3678, 1128]
[532, 1171, 818, 1354]
[675, 1171, 961, 1357]
[818, 1174, 1104, 1360]
[961, 1175, 1247, 1361]
[1104, 1177, 1390, 1364]
[1247, 1180, 1533, 1366]
[1390, 1183, 1676, 1369]
[1533, 1184, 1819, 1372]
[1676, 1186, 1962, 1373]
[1819, 1187, 2105, 1376]
[1962, 1190, 2248, 1378]
[2105, 1192, 2391, 1381]
[2248, 1195, 2534, 1381]
[2391, 1195, 2677, 1382]
[2534, 1198, 2820, 1382]
[2677, 1198, 2963, 1382]
[2820, 1196, 3106, 1382]
[2963, 1193, 3249, 1382]
[3106, 1189, 3392, 1379]
[3249, 1181, 3535, 1375]
[3392, 1174, 3678, 1370]
