['x1', 'y1', 'x2', 'y2']
[288, 223, 513, 404]
[400, 223, 625, 399]
[512, 223, 737, 398]
[624, 226, 849, 398]
[736, 226, 961, 399]
[848, 227, 1073, 401]
[960, 227, 1185, 402]
[1072, 229, 1297, 404]
[1184, 230, 1409, 405]
[1296, 232, 1521, 405]
[1408, 232, 1633, 407]
[1520, 233, 1745, 407]
[1632, 233, 1857, 408]
[1744, 233, 1969, 409]
[1856, 233, 2081, 411]
[1968, 236, 2193, 412]
[2080, 238, 2305, 414]
[2192, 240, 2417, 415]
[2304, 242, 2529, 418]
[2416, 243, 2641, 420]
[2528, 245, 2753, 420]
[2640, 249, 2865, 421]
[2752, 251, 2977, 423]
[2864, 251, 3089, 424]
[2976, 251, 3201, 424]
[3088, 251, 3313, 423]
[3200, 251, 3425, 424]
[3312, 252, 3537, 424]
[3424, 254, 3649, 426]
[288, 456, 513, 635]
[400, 456, 625, 634]
[512, 456, 737, 634]
[624, 456, 849, 635]
[736, 458, 961, 637]
[848, 458, 1073, 637]
[960, 459, 1185, 637]
[1072, 460, 1297, 638]
[1184, 460, 1409, 638]
[1296, 462, 1521, 640]
[1408, 463, 1633, 640]
[1520, 463, 1745, 640]
[1632, 465, 1857, 640]
[1744, 465, 1969, 641]
[1856, 466, 2081, 641]
[1968, 466, 2193, 641]
[2080, 468, 2305, 643]
[2192, 469, 2417, 643]
[2304, 471, 2529, 643]
[2416, 471, 2641, 644]
[2528, 472, 2753, 646]
[2640, 472, 2865, 646]
[2752, 472, 2977, 646]
[2864, 474, 3089, 646]
[2976, 474, 3201, 646]
[3088, 475, 3313, 647]
[3200, 475, 3425, 647]
[3312, 475, 3537, 647]
[3424, 475, 3649, 649]
[288, 691, 513, 870]
[400, 692, 625, 870]
[512, 692, 737, 870]
[624, 692, 849, 870]
[736, 692, 961, 870]
[848, 692, 1073, 870]
[960, 694, 1185, 870]
[1072, 694, 1297, 870]
[1184, 694, 1409, 870]
[1296, 694, 1521, 870]
[1408, 695, 1633, 870]
[1520, 695, 1745, 870]
[1632, 695, 1857, 870]
[1744, 695, 1969, 870]
[1856, 695, 2081, 869]
[1968, 695, 2193, 870]
[2080, 695, 2305, 870]
[2192, 697, 2417, 870]
[2304, 697, 2529, 870]
[2416, 697, 2641, 870]
[2528, 697, 2753, 870]
[2640, 697, 2865, 870]
[2752, 697, 2977, 870]
[2864, 698, 3089, 870]
[2976, 698, 3201, 872]
[3088, 698, 3313, 872]
[3200, 698, 3425, 870]
[3312, 700, 3537, 872]
[3424, 700, 3649, 872]
[288, 924, 513, 1104]
[400, 927, 625, 1105]
[512, 929, 737, 1105]
[624, 929, 849, 1105]
[736, 929, 961, 1105]
[848, 929, 1073, 1105]
[960, 929, 1185, 1104]
[1072, 929, 1297, 1104]
[1184, 929, 1409, 1104]
[1296, 929, 1521, 1102]
[1408, 927, 1633, 1102]
[1520, 927, 1745, 1101]
[1632, 927, 1857, 1101]
[1744, 927, 1969, 1099]
[1856, 927, 2081, 1099]
[1968, 926, 2193, 1099]
[2080, 926, 2305, 1099]
[2192, 927, 2417, 1098]
[2304, 926, 2529, 1098]
[2416, 926, 2641, 1098]
[2528, 926, 2753, 1098]
[2640, 926, 2865, 1096]
[2752, 924, 2977, 1096]
[2864, 924, 3089, 1096]
[2976, 923, 3201, 1096]
[3088, 923, 3313, 1095]
[3200, 923, 3425, 1095]
[3312, 923, 3537, 1093]
[3424, 923, 3649, 1093]
[288, 1158, 513, 1338]
[400, 1158, 625, 1340]
[512, 1158, 737, 1340]
[624, 1158, 849, 1338]
[736, 1156, 961, 1337]
[848, 1155, 1073, 1336]
[960, 1155, 1185, 1334]
[1072, 1155, 1297, 1333]
[1184, 1153, 1409, 1331]
[1296, 1152, 1521, 1330]
[1408, 1152, 1633, 1328]
[1520, 1150, 1745, 1328]
[1632, 1150, 1857, 1328]
[1744, 1150, 1969, 1327]
[1856, 1150, 2081, 1327]
[1968, 1149, 2193, 1325]
[2080, 1149, 2305, 1324]
[2192, 1149, 2417, 1324]
[2304, 1147, 2529, 1324]
[2416, 1147, 2641, 1322]
[2528, 1147, 2753, 1322]
[2640, 1146, 2865, 1321]
[2752, 1144, 2977, 1321]
[2864, 1144, 3089, 1321]
[2976, 1144, 3201, 1319]
[3088, 1144, 3313, 1319]
[3200, 1144, 3425, 1319]
[3312, 1144, 3537, 1319]
[3424, 1144, 3649, 1318]
