['x1', 'y1', 'x2', 'y2']
[550, 207, 861, 389]
[705, 207, 1016, 389]
[860, 207, 1171, 389]
[1015, 206, 1326, 389]
[1170, 206, 1481, 389]
[1325, 206, 1636, 391]
[1480, 206, 1791, 391]
[1635, 206, 1946, 389]
[1790, 204, 2101, 389]
[1945, 204, 2256, 389]
[2100, 203, 2411, 388]
[2255, 201, 2566, 388]
[2410, 201, 2721, 386]
[2565, 201, 2876, 386]
[2720, 203, 3031, 389]
[2875, 204, 3186, 391]
[3030, 207, 3341, 397]
[3185, 211, 3496, 403]
[3340, 217, 3651, 415]
[550, 451, 861, 633]
[705, 451, 1016, 634]
[860, 451, 1171, 634]
[1015, 451, 1326, 634]
[1170, 451, 1481, 634]
[1325, 451, 1636, 634]
[1480, 453, 1791, 634]
[1635, 451, 1946, 634]
[1790, 451, 2101, 634]
[1945, 450, 2256, 634]
[2100, 450, 2411, 634]
[2255, 450, 2566, 634]
[2410, 450, 2721, 634]
[2565, 450, 2876, 634]
[2720, 450, 3031, 636]
[2875, 451, 3186, 637]
[3030, 453, 3341, 640]
[3185, 456, 3496, 645]
[3340, 459, 3651, 650]
[550, 693, 861, 876]
[705, 693, 1016, 876]
[860, 695, 1171, 876]
[1015, 695, 1326, 878]
[1170, 695, 1481, 878]
[1325, 696, 1636, 878]
[1480, 696, 1791, 879]
[1635, 696, 1946, 881]
[1790, 696, 2101, 881]
[1945, 696, 2256, 882]
[2100, 698, 2411, 882]
[2255, 698, 2566, 882]
[2410, 698, 2721, 884]
[2565, 698, 2876, 885]
[2720, 699, 3031, 885]
[2875, 699, 3186, 885]
[3030, 701, 3341, 887]
[3185, 702, 3496, 887]
[3340, 704, 3651, 885]
[550, 932, 861, 1114]
[705, 934, 1016, 1115]
[860, 935, 1171, 1117]
[1015, 937, 1326, 1118]
[1170, 938, 1481, 1120]
[1325, 940, 1636, 1121]
[1480, 940, 1791, 1124]
[1635, 941, 1946, 1124]
[1790, 943, 2101, 1128]
[1945, 944, 2256, 1129]
[2100, 946, 2411, 1131]
[2255, 946, 2566, 1132]
[2410, 948, 2721, 1132]
[2565, 949, 2876, 1134]
[2720, 949, 3031, 1134]
[2875, 951, 3186, 1134]
[3030, 949, 3341, 1134]
[3185, 948, 3496, 1132]
[3340, 943, 3651, 1129]
[550, 1171, 861, 1354]
[705, 1171, 1016, 1357]
[860, 1174, 1171, 1360]
[1015, 1176, 1326, 1362]
[1170, 1177, 1481, 1365]
[1325, 1180, 1636, 1368]
[1480, 1183, 1791, 1370]
[1635, 1185, 1946, 1373]
[1790, 1188, 2101, 1376]
[1945, 1190, 2256, 1379]
[2100, 1191, 2411, 1380]
[2255, 1194, 2566, 1382]
[2410, 1196, 2721, 1383]
[2565, 1197, 2876, 1383]
[2720, 1197, 3031, 1383]
[2875, 1194, 3186, 1383]
[3030, 1191, 3341, 1380]
[3185, 1185, 3496, 1379]
[3340, 1174, 3651, 1373]
