['x1', 'y1', 'x2', 'y2']
[796, 157, 1096, 343]
[946, 155, 1246, 343]
[1096, 153, 1396, 343]
[1246, 153, 1546, 343]
[1396, 153, 1696, 343]
[1546, 151, 1846, 343]
[1696, 151, 1996, 341]
[1846, 147, 2146, 341]
[1996, 145, 2296, 339]
[2146, 145, 2446, 335]
[2296, 143, 2596, 335]
[2446, 143, 2746, 331]
[2596, 143, 2896, 337]
[2746, 147, 3046, 343]
[2896, 151, 3196, 353]
[3046, 159, 3346, 372]
[796, 409, 1096, 597]
[946, 409, 1246, 597]
[1096, 409, 1396, 597]
[1246, 409, 1546, 597]
[1396, 409, 1696, 597]
[1546, 407, 1846, 597]
[1696, 405, 1996, 595]
[1846, 403, 2146, 593]
[1996, 401, 2296, 591]
[2146, 401, 2446, 591]
[2296, 399, 2596, 589]
[2446, 399, 2746, 589]
[2596, 399, 2896, 591]
[2746, 401, 3046, 597]
[2896, 405, 3196, 605]
[3046, 411, 3346, 616]
[796, 663, 1096, 849]
[946, 663, 1246, 849]
[1096, 661, 1396, 849]
[1246, 661, 1546, 848]
[1396, 661, 1696, 848]
[1546, 661, 1846, 848]
[1696, 659, 1996, 848]
[1846, 659, 2146, 848]
[1996, 658, 2296, 848]
[2146, 658, 2446, 848]
[2296, 658, 2596, 848]
[2446, 658, 2746, 849]
[2596, 658, 2896, 849]
[2746, 659, 3046, 851]
[2896, 661, 3196, 855]
[3046, 665, 3346, 861]
[796, 914, 1096, 1096]
[946, 914, 1246, 1098]
[1096, 914, 1396, 1098]
[1246, 914, 1546, 1100]
[1396, 914, 1696, 1100]
[1546, 916, 1846, 1100]
[1696, 916, 1996, 1102]
[1846, 916, 2146, 1102]
[1996, 916, 2296, 1104]
[2146, 916, 2446, 1104]
[2296, 916, 2596, 1106]
[2446, 918, 2746, 1106]
[2596, 918, 2896, 1106]
[2746, 919, 3046, 1106]
[2896, 919, 3196, 1106]
[3046, 919, 3346, 1106]
[796, 1158, 1096, 1346]
[946, 1160, 1246, 1348]
[1096, 1160, 1396, 1350]
[1246, 1162, 1546, 1352]
[1396, 1164, 1696, 1354]
[1546, 1166, 1846, 1356]
[1696, 1168, 1996, 1358]
[1846, 1168, 2146, 1360]
[1996, 1170, 2296, 1362]
[2146, 1172, 2446, 1364]
[2296, 1174, 2596, 1364]
[2446, 1174, 2746, 1364]
[2596, 1174, 2896, 1364]
[2746, 1174, 3046, 1364]
[2896, 1170, 3196, 1362]
[3046, 1166, 3346, 1360]
[796, 1411, 1096, 1602]
[946, 1413, 1246, 1604]
[1096, 1414, 1396, 1606]
[1246, 1416, 1546, 1606]
[1396, 1416, 1696, 1610]
[1546, 1420, 1846, 1612]
[1696, 1422, 1996, 1614]
[1846, 1426, 2146, 1618]
[1996, 1428, 2296, 1620]
[2146, 1430, 2446, 1622]
[2296, 1432, 2596, 1624]
[2446, 1434, 2746, 1624]
[2596, 1432, 2896, 1624]
[2746, 1428, 3046, 1622]
[2896, 1422, 3196, 1620]
[3046, 1409, 3346, 1614]
[796, 1669, 1096, 1861]
[946, 1671, 1246, 1864]
[1096, 1673, 1396, 1866]
[1246, 1674, 1546, 1866]
[1396, 1678, 1696, 1870]
[1546, 1680, 1846, 1874]
[1696, 1682, 1996, 1876]
[1846, 1684, 2146, 1878]
[1996, 1686, 2296, 1880]
[2146, 1688, 2446, 1882]
[2296, 1690, 2596, 1882]
[2446, 1692, 2746, 1882]
[2596, 1688, 2896, 1882]
[2746, 1682, 3046, 1880]
[2896, 1671, 3196, 1874]
[3046, 1651, 3346, 1868]
