['x1', 'y1', 'x2', 'y2']
[769, 223, 1039, 397]
[904, 221, 1174, 397]
[1039, 221, 1309, 397]
[1174, 221, 1444, 397]
[1309, 221, 1579, 397]
[1444, 220, 1714, 397]
[1579, 220, 1849, 397]
[1714, 216, 1984, 396]
[1849, 214, 2119, 394]
[1984, 213, 2254, 392]
[2119, 211, 2389, 390]
[2254, 209, 2524, 389]
[2389, 209, 2659, 387]
[2524, 209, 2794, 389]
[2659, 211, 2929, 392]
[2794, 213, 3064, 397]
[2929, 218, 3199, 406]
[3064, 225, 3334, 423]
[769, 454, 1039, 630]
[904, 454, 1174, 630]
[1039, 454, 1309, 630]
[1174, 454, 1444, 630]
[1309, 452, 1579, 628]
[1444, 452, 1714, 628]
[1579, 450, 1849, 626]
[1714, 448, 1984, 626]
[1849, 447, 2119, 626]
[1984, 445, 2254, 624]
[2119, 445, 2389, 623]
[2254, 443, 2524, 623]
[2389, 443, 2659, 623]
[2524, 443, 2794, 623]
[2659, 445, 2929, 626]
[2794, 447, 3064, 630]
[2929, 448, 3199, 635]
[3064, 454, 3334, 643]
[769, 684, 1039, 858]
[904, 684, 1174, 858]
[1039, 682, 1309, 858]
[1174, 682, 1444, 858]
[1309, 682, 1579, 858]
[1444, 682, 1714, 858]
[1579, 681, 1849, 858]
[1714, 681, 1984, 858]
[1849, 681, 2119, 858]
[1984, 681, 2254, 858]
[2119, 681, 2389, 858]
[2254, 681, 2524, 858]
[2389, 681, 2659, 858]
[2524, 681, 2794, 860]
[2659, 681, 2929, 860]
[2794, 682, 3064, 862]
[2929, 684, 3199, 864]
[3064, 686, 3334, 865]
[769, 911, 1039, 1086]
[904, 911, 1174, 1086]
[1039, 913, 1309, 1086]
[1174, 913, 1444, 1087]
[1309, 913, 1579, 1089]
[1444, 915, 1714, 1091]
[1579, 915, 1849, 1091]
[1714, 917, 1984, 1091]
[1849, 917, 2119, 1093]
[1984, 917, 2254, 1093]
[2119, 917, 2389, 1094]
[2254, 917, 2524, 1094]
[2389, 918, 2659, 1096]
[2524, 918, 2794, 1096]
[2659, 918, 2929, 1094]
[2794, 918, 3064, 1094]
[2929, 918, 3199, 1094]
[3064, 918, 3334, 1093]
[769, 1137, 1039, 1315]
[904, 1139, 1174, 1316]
[1039, 1140, 1309, 1318]
[1174, 1140, 1444, 1320]
[1309, 1142, 1579, 1321]
[1444, 1144, 1714, 1323]
[1579, 1145, 1849, 1325]
[1714, 1147, 1984, 1327]
[1849, 1147, 2119, 1328]
[1984, 1149, 2254, 1330]
[2119, 1151, 2389, 1332]
[2254, 1152, 2524, 1332]
[2389, 1152, 2659, 1332]
[2524, 1152, 2794, 1332]
[2659, 1152, 2929, 1332]
[2794, 1149, 3064, 1330]
[2929, 1145, 3199, 1328]
[3064, 1139, 3334, 1325]
[769, 1371, 1039, 1552]
[904, 1373, 1174, 1552]
[1039, 1373, 1309, 1555]
[1174, 1374, 1444, 1555]
[1309, 1374, 1579, 1557]
[1444, 1376, 1714, 1559]
[1579, 1378, 1849, 1559]
[1714, 1381, 1984, 1561]
[1849, 1383, 2119, 1564]
[1984, 1385, 2254, 1566]
[2119, 1386, 2389, 1568]
[2254, 1388, 2524, 1569]
[2389, 1390, 2659, 1569]
[2524, 1388, 2794, 1569]
[2659, 1385, 2929, 1568]
[2794, 1381, 3064, 1566]
[2929, 1373, 3199, 1562]
[3064, 1357, 3334, 1555]
