['x1', 'y1', 'x2', 'y2']
[884, 222, 1269, 399]
[1076, 222, 1461, 397]
[1268, 222, 1653, 397]
[1460, 220, 1845, 397]
[1652, 218, 2037, 397]
[1844, 215, 2229, 395]
[2036, 213, 2421, 394]
[2228, 209, 2613, 392]
[2420, 209, 2805, 388]
[2612, 209, 2997, 390]
[2804, 211, 3189, 399]
[2996, 217, 3381, 411]
[3188, 225, 3573, 427]
[3380, 241, 3765, 427]
[884, 454, 1269, 630]
[1076, 453, 1461, 630]
[1268, 453, 1653, 630]
[1460, 451, 1845, 628]
[1652, 449, 2037, 626]
[1844, 447, 2229, 626]
[2036, 445, 2421, 624]
[2228, 444, 2613, 623]
[2420, 444, 2805, 623]
[2612, 444, 2997, 624]
[2804, 445, 3189, 630]
[2996, 447, 3381, 638]
[3188, 454, 3573, 647]
[3380, 467, 3765, 647]
[884, 683, 1269, 859]
[1076, 683, 1461, 859]
[1268, 683, 1653, 859]
[1460, 682, 1845, 859]
[1652, 682, 2037, 859]
[1844, 682, 2229, 859]
[2036, 680, 2421, 859]
[2228, 680, 2613, 859]
[2420, 680, 2805, 860]
[2612, 682, 2997, 860]
[2804, 682, 3189, 862]
[2996, 683, 3381, 866]
[3188, 687, 3573, 867]
[3380, 692, 3765, 867]
[884, 910, 1269, 1086]
[1076, 912, 1461, 1087]
[1268, 912, 1653, 1087]
[1460, 914, 1845, 1091]
[1652, 914, 2037, 1091]
[1844, 916, 2229, 1091]
[2036, 916, 2421, 1093]
[2228, 916, 2613, 1095]
[2420, 918, 2805, 1095]
[2612, 918, 2997, 1095]
[2804, 918, 3189, 1095]
[2996, 918, 3381, 1095]
[3188, 918, 3573, 1093]
[3380, 918, 3765, 1089]
[884, 1138, 1269, 1316]
[1076, 1138, 1461, 1318]
[1268, 1141, 1653, 1322]
[1460, 1143, 1845, 1323]
[1652, 1145, 2037, 1327]
[1844, 1146, 2229, 1329]
[2036, 1148, 2421, 1329]
[2228, 1152, 2613, 1332]
[2420, 1152, 2805, 1332]
[2612, 1152, 2997, 1332]
[2804, 1148, 3189, 1332]
[2996, 1143, 3381, 1329]
[3188, 1138, 3573, 1323]
[3380, 1138, 3765, 1313]
[884, 1370, 1269, 1552]
[1076, 1372, 1461, 1556]
[1268, 1374, 1653, 1558]
[1460, 1375, 1845, 1559]
[1652, 1377, 2037, 1561]
[1844, 1381, 2229, 1565]
[2036, 1382, 2421, 1567]
[2228, 1386, 2613, 1568]
[2420, 1390, 2805, 1570]
[2612, 1386, 2997, 1570]
[2804, 1381, 3189, 1567]
[2996, 1367, 3381, 1563]
[3188, 1356, 3573, 1554]
[3380, 1356, 3765, 1538]
