['x1', 'y1', 'x2', 'y2']
[449, 227, 743, 404]
[596, 228, 890, 404]
[743, 228, 1037, 404]
[890, 228, 1184, 404]
[1037, 229, 1331, 405]
[1184, 229, 1478, 405]
[1331, 229, 1625, 405]
[1478, 229, 1772, 406]
[1625, 230, 1919, 406]
[1772, 230, 2066, 406]
[1919, 230, 2213, 406]
[2066, 230, 2360, 406]
[2213, 230, 2507, 406]
[2360, 230, 2654, 406]
[2507, 231, 2801, 407]
[2654, 231, 2948, 407]
[2801, 231, 3095, 407]
[2948, 231, 3242, 407]
[3095, 232, 3389, 408]
[3242, 232, 3536, 409]
[3389, 233, 3683, 411]
[449, 462, 743, 639]
[596, 462, 890, 639]
[743, 462, 1037, 639]
[890, 462, 1184, 640]
[1037, 463, 1331, 640]
[1184, 463, 1478, 640]
[1331, 463, 1625, 640]
[1478, 463, 1772, 641]
[1625, 463, 1919, 641]
[1772, 463, 2066, 641]
[1919, 463, 2213, 641]
[2066, 464, 2360, 641]
[2213, 464, 2507, 642]
[2360, 464, 2654, 642]
[2507, 465, 2801, 642]
[2654, 465, 2948, 642]
[2801, 465, 3095, 643]
[2948, 466, 3242, 643]
[3095, 466, 3389, 643]
[3242, 466, 3536, 644]
[3389, 467, 3683, 645]
[449, 697, 743, 875]
[596, 697, 890, 875]
[743, 698, 1037, 876]
[890, 698, 1184, 876]
[1037, 698, 1331, 876]
[1184, 699, 1478, 876]
[1331, 699, 1625, 877]
[1478, 699, 1772, 877]
[1625, 699, 1919, 877]
[1772, 699, 2066, 877]
[1919, 700, 2213, 877]
[2066, 700, 2360, 878]
[2213, 700, 2507, 878]
[2360, 700, 2654, 878]
[2507, 701, 2801, 879]
[2654, 701, 2948, 879]
[2801, 701, 3095, 879]
[2948, 701, 3242, 879]
[3095, 702, 3389, 880]
[3242, 702, 3536, 880]
[3389, 702, 3683, 881]
[449, 933, 743, 1109]
[596, 933, 890, 1109]
[743, 934, 1037, 1110]
[890, 934, 1184, 1110]
[1037, 934, 1331, 1110]
[1184, 935, 1478, 1111]
[1331, 935, 1625, 1111]
[1478, 935, 1772, 1111]
[1625, 935, 1919, 1111]
[1772, 935, 2066, 1112]
[1919, 936, 2213, 1112]
[2066, 936, 2360, 1112]
[2213, 936, 2507, 1112]
[2360, 936, 2654, 1113]
[2507, 937, 2801, 1113]
[2654, 937, 2948, 1113]
[2801, 937, 3095, 1113]
[2948, 937, 3242, 1114]
[3095, 938, 3389, 1114]
[3242, 938, 3536, 1115]
[3389, 939, 3683, 1115]
[449, 1167, 743, 1344]
[596, 1167, 890, 1344]
[743, 1167, 1037, 1344]
[890, 1168, 1184, 1345]
[1037, 1168, 1331, 1345]
[1184, 1168, 1478, 1345]
[1331, 1168, 1625, 1345]
[1478, 1168, 1772, 1346]
[1625, 1169, 1919, 1346]
[1772, 1169, 2066, 1346]
[1919, 1169, 2213, 1346]
[2066, 1170, 2360, 1347]
[2213, 1170, 2507, 1347]
[2360, 1170, 2654, 1347]
[2507, 1171, 2801, 1347]
[2654, 1171, 2948, 1348]
[2801, 1171, 3095, 1348]
[2948, 1171, 3242, 1348]
[3095, 1172, 3389, 1349]
[3242, 1172, 3536, 1349]
[3389, 1172, 3683, 1350]
[449, 1401, 743, 1578]
[596, 1401, 890, 1579]
[743, 1402, 1037, 1579]
[890, 1402, 1184, 1579]
[1037, 1403, 1331, 1580]
[1184, 1403, 1478, 1580]
[1331, 1403, 1625, 1580]
[1478, 1404, 1772, 1580]
[1625, 1404, 1919, 1581]
[1772, 1404, 2066, 1581]
[1919, 1404, 2213, 1581]
[2066, 1404, 2360, 1581]
[2213, 1405, 2507, 1582]
[2360, 1405, 2654, 1582]
[2507, 1405, 2801, 1583]
[2654, 1405, 2948, 1583]
[2801, 1406, 3095, 1583]
[2948, 1406, 3242, 1583]
[3095, 1406, 3389, 1584]
[3242, 1407, 3536, 1584]
[3389, 1407, 3683, 1584]
