['x1', 'y1', 'x2', 'y2']
[669, 187, 966, 373]
[817, 187, 1114, 375]
[965, 186, 1262, 375]
[1113, 186, 1410, 373]
[1261, 186, 1558, 373]
[1409, 186, 1706, 373]
[1557, 184, 1854, 372]
[1705, 182, 2002, 372]
[1853, 180, 2150, 370]
[2001, 179, 2298, 368]
[2149, 179, 2446, 366]
[2297, 177, 2594, 366]
[2445, 177, 2742, 365]
[2593, 177, 2890, 365]
[2741, 179, 3038, 368]
[2889, 180, 3186, 375]
[3037, 186, 3334, 382]
[3185, 193, 3482, 398]
[669, 438, 966, 624]
[817, 438, 1114, 624]
[965, 438, 1262, 625]
[1113, 438, 1410, 625]
[1261, 438, 1558, 624]
[1409, 438, 1706, 624]
[1557, 436, 1854, 624]
[1705, 434, 2002, 624]
[1853, 434, 2150, 622]
[2001, 432, 2298, 620]
[2149, 431, 2446, 620]
[2297, 431, 2594, 618]
[2445, 431, 2742, 618]
[2593, 431, 2890, 620]
[2741, 431, 3038, 622]
[2889, 432, 3186, 625]
[3037, 436, 3334, 631]
[3185, 441, 3482, 638]
[669, 688, 966, 872]
[817, 688, 1114, 872]
[965, 688, 1262, 872]
[1113, 688, 1410, 872]
[1261, 688, 1558, 874]
[1409, 688, 1706, 874]
[1557, 688, 1854, 874]
[1705, 686, 2002, 874]
[1853, 686, 2150, 876]
[2001, 686, 2298, 876]
[2149, 686, 2446, 876]
[2297, 686, 2594, 876]
[2445, 686, 2742, 874]
[2593, 686, 2890, 876]
[2741, 686, 3038, 876]
[2889, 688, 3186, 878]
[3037, 690, 3334, 879]
[3185, 692, 3482, 881]
[669, 935, 966, 1117]
[817, 935, 1114, 1119]
[965, 935, 1262, 1119]
[1113, 937, 1410, 1121]
[1261, 938, 1558, 1123]
[1409, 938, 1706, 1123]
[1557, 940, 1854, 1124]
[1705, 940, 2002, 1128]
[1853, 940, 2150, 1128]
[2001, 940, 2298, 1128]
[2149, 942, 2446, 1130]
[2297, 942, 2594, 1131]
[2445, 942, 2742, 1131]
[2593, 944, 2890, 1131]
[2741, 944, 3038, 1131]
[2889, 944, 3186, 1131]
[3037, 944, 3334, 1131]
[3185, 940, 3482, 1128]
[669, 1178, 966, 1364]
[817, 1178, 1114, 1368]
[965, 1182, 1262, 1370]
[1113, 1182, 1410, 1371]
[1261, 1185, 1558, 1373]
[1409, 1185, 1706, 1377]
[1557, 1189, 1854, 1378]
[1705, 1189, 2002, 1380]
[1853, 1192, 2150, 1382]
[2001, 1192, 2298, 1384]
[2149, 1194, 2446, 1385]
[2297, 1196, 2594, 1387]
[2445, 1198, 2742, 1387]
[2593, 1198, 2890, 1387]
[2741, 1196, 3038, 1387]
[2889, 1194, 3186, 1385]
[3037, 1189, 3334, 1384]
[3185, 1180, 3482, 1378]
[669, 1429, 966, 1620]
[817, 1431, 1114, 1622]
[965, 1432, 1262, 1623]
[1113, 1434, 1410, 1623]
[1261, 1436, 1558, 1627]
[1409, 1439, 1706, 1629]
[1557, 1441, 1854, 1630]
[1705, 1444, 2002, 1634]
[1853, 1446, 2150, 1637]
[2001, 1448, 2298, 1641]
[2149, 1451, 2446, 1643]
[2297, 1453, 2594, 1643]
[2445, 1455, 2742, 1643]
[2593, 1453, 2890, 1643]
[2741, 1450, 3038, 1643]
[2889, 1444, 3186, 1639]
[3037, 1436, 3334, 1636]
[3185, 1418, 3482, 1629]
