['x1', 'y1', 'x2', 'y2']
[279, 259, 464, 431]
[371, 259, 556, 431]
[463, 259, 648, 429]
[555, 259, 740, 429]
[647, 257, 832, 429]
[739, 257, 924, 429]
[831, 257, 1016, 428]
[923, 257, 1108, 428]
[1015, 257, 1200, 428]
[1107, 256, 1292, 426]
[1199, 256, 1384, 426]
[1291, 254, 1476, 426]
[1383, 254, 1568, 425]
[1475, 253, 1660, 425]
[1567, 253, 1752, 423]
[1659, 253, 1844, 425]
[1751, 251, 1936, 425]
[1843, 251, 2028, 422]
[1935, 250, 2120, 422]
[2027, 250, 2212, 420]
[2119, 248, 2304, 420]
[2211, 248, 2396, 419]
[2303, 247, 2488, 419]
[2395, 247, 2580, 419]
[2487, 247, 2672, 419]
[2579, 247, 2764, 419]
[2671, 248, 2856, 419]
[2763, 248, 2948, 419]
[2855, 248, 3040, 420]
[2947, 250, 3132, 422]
[3039, 250, 3224, 423]
[3131, 251, 3316, 425]
[3223, 254, 3408, 428]
[3315, 257, 3500, 432]
[3407, 259, 3592, 438]
[279, 482, 464, 653]
[371, 482, 556, 653]
[463, 480, 648, 653]
[555, 480, 740, 653]
[647, 480, 832, 651]
[739, 480, 924, 651]
[831, 480, 1016, 651]
[923, 479, 1108, 651]
[1015, 478, 1200, 651]
[1107, 478, 1292, 650]
[1199, 478, 1384, 650]
[1291, 478, 1476, 650]
[1383, 476, 1568, 650]
[1475, 476, 1660, 650]
[1567, 476, 1752, 648]
[1659, 476, 1844, 648]
[1751, 475, 1936, 648]
[1843, 475, 2028, 648]
[1935, 473, 2120, 647]
[2027, 473, 2212, 647]
[2119, 473, 2304, 647]
[2211, 472, 2396, 647]
[2303, 472, 2488, 647]
[2395, 472, 2580, 645]
[2487, 472, 2672, 645]
[2579, 472, 2764, 645]
[2671, 472, 2856, 647]
[2763, 473, 2948, 647]
[2855, 472, 3040, 645]
[2947, 472, 3132, 645]
[3039, 473, 3224, 647]
[3131, 475, 3316, 647]
[3223, 475, 3408, 648]
[3315, 476, 3500, 648]
[3407, 479, 3592, 651]
[279, 704, 464, 874]
[371, 705, 556, 874]
[463, 704, 648, 874]
[555, 704, 740, 876]
[647, 704, 832, 876]
[739, 704, 924, 874]
[831, 702, 1016, 874]
[923, 702, 1108, 874]
[1015, 702, 1200, 874]
[1107, 702, 1292, 874]
[1199, 702, 1384, 873]
[1291, 702, 1476, 873]
[1383, 702, 1568, 874]
[1475, 702, 1660, 874]
[1567, 702, 1752, 874]
[1659, 701, 1844, 873]
[1751, 701, 1936, 873]
[1843, 701, 2028, 873]
[1935, 701, 2120, 873]
[2027, 701, 2212, 873]
[2119, 699, 2304, 874]
[2211, 699, 2396, 874]
[2303, 699, 2488, 873]
[2395, 699, 2580, 873]
[2487, 699, 2672, 873]
[2579, 699, 2764, 873]
[2671, 699, 2856, 873]
[2763, 699, 2948, 873]
[2855, 698, 3040, 873]
[2947, 698, 3132, 873]
[3039, 698, 3224, 871]
[3131, 698, 3316, 870]
[3223, 698, 3408, 870]
[3315, 698, 3500, 870]
[3407, 698, 3592, 868]
[279, 924, 464, 1092]
[371, 924, 556, 1092]
[463, 924, 648, 1092]
[555, 924, 740, 1093]
[647, 924, 832, 1093]
[739, 924, 924, 1093]
[831, 925, 1016, 1093]
[923, 924, 1108, 1093]
[1015, 924, 1200, 1095]
[1107, 924, 1292, 1095]
[1199, 924, 1384, 1095]
[1291, 924, 1476, 1095]
[1383, 924, 1568, 1096]
[1475, 925, 1660, 1098]
[1567, 925, 1752, 1098]
[1659, 925, 1844, 1096]
[1751, 925, 1936, 1098]
[1843, 925, 2028, 1098]
[1935, 925, 2120, 1099]
[2027, 925, 2212, 1099]
[2119, 927, 2304, 1099]
[2211, 927, 2396, 1099]
[2303, 927, 2488, 1099]
[2395, 927, 2580, 1099]
[2487, 927, 2672, 1099]
[2579, 927, 2764, 1099]
[2671, 927, 2856, 1099]
[2763, 925, 2948, 1099]
[2855, 925, 3040, 1098]
[2947, 924, 3132, 1098]
[3039, 923, 3224, 1096]
[3131, 923, 3316, 1095]
[3223, 921, 3408, 1093]
[3315, 918, 3500, 1092]
[3407, 915, 3592, 1089]
[279, 1140, 464, 1307]
[371, 1140, 556, 1309]
[463, 1140, 648, 1309]
[555, 1141, 740, 1310]
[647, 1141, 832, 1312]
[739, 1141, 924, 1312]
[831, 1143, 1016, 1313]
[923, 1143, 1108, 1315]
[1015, 1144, 1200, 1316]
[1107, 1146, 1292, 1318]
[1199, 1146, 1384, 1318]
[1291, 1147, 1476, 1319]
[1383, 1147, 1568, 1319]
[1475, 1147, 1660, 1321]
[1567, 1149, 1752, 1321]
[1659, 1149, 1844, 1322]
[1751, 1149, 1936, 1324]
[1843, 1150, 2028, 1324]
[1935, 1150, 2120, 1324]
[2027, 1152, 2212, 1325]
[2119, 1152, 2304, 1325]
[2211, 1152, 2396, 1327]
[2303, 1152, 2488, 1327]
[2395, 1153, 2580, 1327]
[2487, 1153, 2672, 1327]
[2579, 1152, 2764, 1327]
[2671, 1152, 2856, 1327]
[2763, 1152, 2948, 1325]
[2855, 1150, 3040, 1325]
[2947, 1149, 3132, 1324]
[3039, 1146, 3224, 1322]
[3131, 1143, 3316, 1319]
[3223, 1138, 3408, 1316]
[3315, 1134, 3500, 1313]
[3407, 1128, 3592, 1309]
