['x1', 'y1', 'x2', 'y2']
[446, 217, 672, 408]
[559, 217, 785, 400]
[672, 217, 898, 403]
[785, 217, 1011, 405]
[898, 220, 1124, 408]
[1011, 225, 1237, 412]
[1124, 230, 1350, 415]
[1237, 234, 1463, 415]
[1350, 237, 1576, 417]
[1463, 237, 1689, 417]
[1576, 237, 1802, 417]
[1689, 237, 1915, 417]
[1802, 237, 2028, 422]
[1915, 242, 2141, 427]
[2028, 247, 2254, 432]
[2141, 254, 2367, 437]
[2254, 259, 2480, 441]
[2367, 264, 2593, 444]
[2480, 266, 2706, 446]
[2593, 266, 2819, 446]
[2706, 266, 2932, 446]
[2819, 266, 3045, 446]
[2932, 266, 3158, 446]
[3045, 271, 3271, 454]
[3158, 276, 3384, 456]
[3271, 283, 3497, 458]
[446, 458, 672, 648]
[559, 458, 785, 641]
[672, 460, 898, 641]
[785, 463, 1011, 643]
[898, 465, 1124, 645]
[1011, 467, 1237, 645]
[1124, 470, 1350, 648]
[1237, 470, 1463, 650]
[1350, 472, 1576, 650]
[1463, 475, 1689, 655]
[1576, 475, 1802, 655]
[1689, 477, 1915, 655]
[1802, 477, 2028, 657]
[1915, 477, 2141, 662]
[2028, 482, 2254, 665]
[2141, 484, 2367, 667]
[2254, 487, 2480, 670]
[2367, 492, 2593, 674]
[2480, 494, 2706, 677]
[2593, 501, 2819, 679]
[2706, 504, 2932, 682]
[2819, 504, 3045, 682]
[2932, 504, 3158, 682]
[3045, 504, 3271, 682]
[3158, 504, 3384, 684]
[3271, 506, 3497, 687]
[446, 700, 672, 888]
[559, 700, 785, 883]
[672, 700, 898, 886]
[785, 700, 1011, 888]
[898, 703, 1124, 888]
[1011, 703, 1237, 890]
[1124, 705, 1350, 893]
[1237, 708, 1463, 893]
[1350, 710, 1576, 895]
[1463, 710, 1689, 895]
[1576, 713, 1802, 898]
[1689, 715, 1915, 898]
[1802, 715, 2028, 900]
[1915, 717, 2141, 903]
[2028, 720, 2254, 903]
[2141, 722, 2367, 905]
[2254, 725, 2480, 910]
[2367, 727, 2593, 910]
[2480, 730, 2706, 910]
[2593, 732, 2819, 910]
[2706, 734, 2932, 910]
[2819, 737, 3045, 912]
[2932, 737, 3158, 912]
[3045, 737, 3271, 915]
[3158, 739, 3384, 915]
[3271, 739, 3497, 915]
[446, 943, 672, 1126]
[559, 943, 785, 1126]
[672, 946, 898, 1126]
[785, 948, 1011, 1128]
[898, 948, 1124, 1128]
[1011, 950, 1237, 1131]
[1124, 950, 1350, 1131]
[1237, 953, 1463, 1131]
[1350, 953, 1576, 1131]
[1463, 955, 1689, 1131]
[1576, 955, 1802, 1133]
[1689, 955, 1915, 1133]
[1802, 958, 2028, 1133]
[1915, 958, 2141, 1133]
[2028, 960, 2254, 1136]
[2141, 960, 2367, 1136]
[2254, 963, 2480, 1138]
[2367, 963, 2593, 1138]
[2480, 965, 2706, 1138]
[2593, 965, 2819, 1140]
[2706, 965, 2932, 1140]
[2819, 965, 3045, 1140]
[2932, 967, 3158, 1140]
[3045, 967, 3271, 1143]
[3158, 967, 3384, 1143]
[3271, 970, 3497, 1143]
[446, 1186, 672, 1366]
[559, 1186, 785, 1366]
[672, 1186, 898, 1366]
[785, 1186, 1011, 1366]
[898, 1186, 1124, 1366]
[1011, 1186, 1237, 1366]
[1124, 1188, 1350, 1366]
[1237, 1188, 1463, 1369]
[1350, 1188, 1576, 1369]
[1463, 1188, 1689, 1369]
[1576, 1191, 1802, 1369]
[1689, 1191, 1915, 1369]
[1802, 1191, 2028, 1369]
[1915, 1191, 2141, 1369]
[2028, 1191, 2254, 1369]
[2141, 1193, 2367, 1369]
[2254, 1193, 2480, 1369]
[2367, 1193, 2593, 1369]
[2480, 1193, 2706, 1369]
[2593, 1193, 2819, 1369]
[2706, 1196, 2932, 1371]
[2819, 1196, 3045, 1371]
[2932, 1196, 3158, 1371]
[3045, 1196, 3271, 1371]
[3158, 1198, 3384, 1371]
[3271, 1198, 3497, 1373]
[446, 1424, 672, 1609]
[559, 1426, 785, 1609]
[672, 1429, 898, 1611]
[785, 1429, 1011, 1611]
[898, 1429, 1124, 1611]
[1011, 1429, 1237, 1611]
[1124, 1429, 1350, 1611]
[1237, 1426, 1463, 1609]
[1350, 1426, 1576, 1609]
[1463, 1426, 1689, 1609]
[1576, 1426, 1802, 1609]
[1689, 1426, 1915, 1609]
[1802, 1426, 2028, 1609]
[1915, 1426, 2141, 1609]
[2028, 1426, 2254, 1606]
[2141, 1426, 2367, 1606]
[2254, 1426, 2480, 1606]
[2367, 1426, 2593, 1606]
[2480, 1426, 2706, 1606]
[2593, 1429, 2819, 1606]
[2706, 1429, 2932, 1606]
[2819, 1429, 3045, 1604]
[2932, 1426, 3158, 1604]
[3045, 1426, 3271, 1602]
[3158, 1426, 3384, 1602]
