['x1', 'y1', 'x2', 'y2']
[379, 211, 626, 395]
[502, 211, 749, 388]
[625, 211, 872, 393]
[748, 211, 995, 395]
[871, 213, 1118, 397]
[994, 217, 1241, 399]
[1117, 222, 1364, 401]
[1240, 226, 1487, 401]
[1363, 226, 1610, 401]
[1486, 226, 1733, 401]
[1609, 226, 1856, 401]
[1732, 228, 1979, 403]
[1855, 228, 2102, 408]
[1978, 232, 2225, 412]
[2101, 237, 2348, 416]
[2224, 243, 2471, 421]
[2347, 248, 2594, 425]
[2470, 252, 2717, 427]
[2593, 254, 2840, 429]
[2716, 254, 2963, 429]
[2839, 254, 3086, 429]
[2962, 254, 3209, 427]
[3085, 254, 3332, 429]
[3208, 258, 3455, 436]
[3331, 265, 3578, 438]
[379, 443, 626, 627]
[502, 443, 749, 623]
[625, 443, 872, 621]
[748, 446, 995, 623]
[871, 448, 1118, 625]
[994, 450, 1241, 627]
[1117, 450, 1364, 627]
[1240, 452, 1487, 629]
[1363, 454, 1610, 629]
[1486, 454, 1733, 632]
[1609, 456, 1856, 634]
[1732, 458, 1979, 636]
[1855, 458, 2102, 638]
[1978, 461, 2225, 640]
[2101, 463, 2348, 642]
[2224, 467, 2471, 647]
[2347, 469, 2594, 649]
[2470, 471, 2717, 651]
[2593, 476, 2840, 653]
[2716, 478, 2963, 655]
[2839, 482, 3086, 655]
[2962, 482, 3209, 655]
[3085, 480, 3332, 655]
[3208, 480, 3455, 655]
[3331, 482, 3578, 657]
[379, 678, 626, 860]
[502, 678, 749, 857]
[625, 678, 872, 860]
[748, 678, 995, 860]
[871, 680, 1118, 862]
[994, 682, 1241, 864]
[1117, 684, 1364, 864]
[1240, 684, 1487, 864]
[1363, 687, 1610, 866]
[1486, 687, 1733, 868]
[1609, 689, 1856, 868]
[1732, 689, 1979, 870]
[1855, 691, 2102, 870]
[1978, 693, 2225, 870]
[2101, 695, 2348, 873]
[2224, 695, 2471, 873]
[2347, 700, 2594, 875]
[2470, 702, 2717, 875]
[2593, 704, 2840, 875]
[2716, 704, 2963, 877]
[2839, 704, 3086, 877]
[2962, 704, 3209, 877]
[3085, 706, 3332, 879]
