['x1', 'y1', 'x2', 'y2']
[366, 263, 643, 430]
[504, 264, 781, 430]
[642, 264, 919, 430]
[780, 264, 1057, 431]
[918, 264, 1195, 431]
[1056, 264, 1333, 431]
[1194, 265, 1471, 431]
[1332, 265, 1609, 431]
[1470, 265, 1747, 431]
[1608, 265, 1885, 431]
[1746, 265, 2023, 431]
[1884, 265, 2161, 431]
[2022, 265, 2299, 433]
[2160, 265, 2437, 433]
[2298, 265, 2575, 433]
[2436, 265, 2713, 434]
[2574, 265, 2851, 434]
[2712, 267, 2989, 435]
[2850, 268, 3127, 438]
[2988, 269, 3265, 439]
[3126, 270, 3403, 441]
[3264, 273, 3541, 445]
[3402, 277, 3679, 451]
[366, 477, 643, 806]
[504, 477, 781, 832]
[642, 477, 919, 859]
[780, 478, 1057, 860]
[918, 478, 1195, 860]
[1056, 478, 1333, 861]
[1194, 479, 1471, 861]
[1332, 480, 1609, 863]
[1470, 480, 1747, 865]
[1608, 480, 1885, 865]
[1746, 480, 2023, 866]
[1884, 480, 2161, 868]
[2022, 482, 2299, 869]
[2160, 482, 2437, 870]
[2298, 482, 2575, 871]
[2436, 482, 2713, 871]
[2574, 483, 2851, 873]
[2712, 483, 2989, 873]
[2850, 483, 3127, 873]
[2988, 483, 3265, 873]
[3126, 487, 3403, 873]
[3264, 487, 3541, 873]
[3402, 489, 3679, 870]
[366, 900, 643, 1065]
[504, 900, 781, 1066]
[642, 902, 919, 1069]
[780, 903, 1057, 1071]
[918, 904, 1195, 1074]
[1056, 905, 1333, 1075]
[1194, 908, 1471, 1078]
[1332, 909, 1609, 1079]
[1470, 910, 1747, 1080]
[1608, 912, 1885, 1083]
[1746, 913, 2023, 1084]
[1884, 914, 2161, 1085]
[2022, 917, 2299, 1088]
[2160, 917, 2437, 1089]
[2298, 919, 2575, 1090]
[2436, 921, 2713, 1090]
[2574, 922, 2851, 1091]
[2712, 923, 2989, 1091]
[2850, 923, 3127, 1091]
[2988, 921, 3265, 1091]
[3126, 918, 3403, 1089]
[3264, 915, 3541, 1088]
[3402, 910, 3679, 1085]
