['x1', 'y1', 'x2', 'y2']
[385, 227, 642, 403]
[513, 227, 770, 403]
[641, 228, 898, 403]
[769, 228, 1026, 403]
[897, 228, 1154, 403]
[1025, 228, 1282, 404]
[1153, 228, 1410, 404]
[1281, 229, 1538, 404]
[1409, 229, 1666, 404]
[1537, 229, 1794, 404]
[1665, 229, 1922, 405]
[1793, 229, 2050, 405]
[1921, 229, 2178, 405]
[2049, 229, 2306, 405]
[2177, 229, 2434, 405]
[2305, 230, 2562, 406]
[2433, 230, 2690, 407]
[2561, 230, 2818, 407]
[2689, 231, 2946, 406]
[2817, 231, 3074, 407]
[2945, 231, 3202, 407]
[3073, 231, 3330, 407]
[3201, 232, 3458, 408]
[3329, 232, 3586, 409]
[385, 461, 642, 638]
[513, 461, 770, 638]
[641, 461, 898, 639]
[769, 462, 1026, 639]
[897, 462, 1154, 639]
[1025, 462, 1282, 639]
[1153, 462, 1410, 640]
[1281, 463, 1538, 640]
[1409, 463, 1666, 640]
[1537, 463, 1794, 640]
[1665, 463, 1922, 640]
[1793, 463, 2050, 640]
[1921, 463, 2178, 640]
[2049, 463, 2306, 641]
[2177, 463, 2434, 641]
[2305, 464, 2562, 641]
[2433, 464, 2690, 642]
[2561, 464, 2818, 642]
[2689, 464, 2946, 642]
[2817, 464, 3074, 642]
[2945, 465, 3202, 642]
[3073, 465, 3330, 643]
[3201, 466, 3458, 643]
[3329, 466, 3586, 644]
[385, 697, 642, 874]
[513, 697, 770, 875]
[641, 697, 898, 875]
[769, 697, 1026, 875]
[897, 698, 1154, 875]
[1025, 698, 1282, 876]
[1153, 698, 1410, 876]
[1281, 698, 1538, 876]
[1409, 698, 1666, 876]
[1537, 699, 1794, 876]
[1665, 699, 1922, 876]
[1793, 699, 2050, 877]
[1921, 699, 2178, 877]
[2049, 699, 2306, 878]
[2177, 699, 2434, 878]
[2305, 700, 2562, 878]
[2433, 700, 2690, 878]
[2561, 700, 2818, 878]
[2689, 701, 2946, 878]
[2817, 701, 3074, 878]
[2945, 700, 3202, 879]
[3073, 700, 3330, 879]
[3201, 701, 3458, 880]
[3329, 702, 3586, 881]
[385, 932, 642, 1108]
[513, 933, 770, 1109]
[641, 933, 898, 1109]
[769, 933, 1026, 1109]
[897, 933, 1154, 1110]
[1025, 934, 1282, 1110]
[1153, 934, 1410, 1110]
[1281, 934, 1538, 1110]
[1409, 935, 1666, 1110]
[1537, 934, 1794, 1111]
[1665, 934, 1922, 1111]
[1793, 935, 2050, 1111]
[1921, 935, 2178, 1111]
[2049, 935, 2306, 1111]
[2177, 935, 2434, 1112]
[2305, 936, 2562, 1112]
[2433, 936, 2690, 1112]
[2561, 937, 2818, 1112]
[2689, 937, 2946, 1112]
[2817, 937, 3074, 1113]
[2945, 937, 3202, 1113]
[3073, 937, 3330, 1114]
[3201, 937, 3458, 1114]
[3329, 938, 3586, 1115]
[385, 1166, 642, 1343]
[513, 1166, 770, 1343]
[641, 1167, 898, 1343]
[769, 1167, 1026, 1344]
[897, 1167, 1154, 1344]
[1025, 1167, 1282, 1344]
[1153, 1168, 1410, 1345]
[1281, 1168, 1538, 1345]
[1409, 1168, 1666, 1345]
[1537, 1168, 1794, 1345]
[1665, 1169, 1922, 1345]
[1793, 1169, 2050, 1346]
[1921, 1169, 2178, 1346]
[2049, 1169, 2306, 1346]
[2177, 1169, 2434, 1346]
[2305, 1170, 2562, 1346]
[2433, 1170, 2690, 1347]
[2561, 1170, 2818, 1347]
[2689, 1170, 2946, 1347]
[2817, 1171, 3074, 1347]
[2945, 1171, 3202, 1348]
[3073, 1171, 3330, 1348]
[3201, 1172, 3458, 1349]
[3329, 1172, 3586, 1349]
[385, 1401, 642, 1577]
[513, 1401, 770, 1578]
[641, 1401, 898, 1578]
[769, 1401, 1026, 1578]
[897, 1402, 1154, 1579]
[1025, 1402, 1282, 1579]
[1153, 1402, 1410, 1579]
[1281, 1403, 1538, 1579]
[1409, 1403, 1666, 1580]
[1537, 1403, 1794, 1580]
[1665, 1403, 1922, 1580]
[1793, 1403, 2050, 1580]
[1921, 1404, 2178, 1580]
[2049, 1404, 2306, 1581]
[2177, 1404, 2434, 1581]
[2305, 1404, 2562, 1581]
[2433, 1405, 2690, 1581]
[2561, 1405, 2818, 1582]
[2689, 1405, 2946, 1582]
[2817, 1405, 3074, 1582]
[2945, 1406, 3202, 1583]
[3073, 1406, 3330, 1583]
[3201, 1406, 3458, 1583]
[3329, 1406, 3586, 1584]
