['x1', 'y2', 'w', 'h']
[494, 224, 332, 176]
[659, 224, 332, 176]
[824, 224, 332, 176]
[989, 224, 332, 176]
[1154, 224, 332, 176]
[1319, 223, 332, 177]
[1484, 223, 332, 177]
[1649, 223, 332, 177]
[1814, 223, 332, 177]
[1979, 223, 332, 177]
[2144, 223, 332, 178]
[2309, 223, 332, 178]
[2474, 223, 332, 177]
[2639, 223, 332, 177]
[2804, 224, 332, 176]
[2969, 224, 332, 176]
[3134, 223, 332, 177]
[3299, 223, 332, 178]
[494, 458, 332, 178]
[659, 457, 332, 179]
[824, 457, 332, 179]
[989, 457, 332, 179]
[1154, 457, 332, 179]
[1319, 457, 332, 179]
[1484, 457, 332, 179]
[1649, 457, 332, 179]
[1814, 457, 332, 178]
[1979, 457, 332, 178]
[2144, 457, 332, 178]
[2309, 457, 332, 178]
[2474, 457, 332, 179]
[2639, 457, 332, 179]
[2804, 457, 332, 179]
[2969, 458, 332, 178]
[3134, 458, 332, 178]
[3299, 458, 332, 178]
[494, 693, 332, 179]
[659, 693, 332, 179]
[824, 693, 332, 179]
[989, 693, 332, 179]
[1154, 693, 332, 179]
[1319, 693, 332, 179]
[1484, 693, 332, 179]
[1649, 693, 332, 179]
[1814, 693, 332, 179]
[1979, 693, 332, 179]
[2144, 693, 332, 179]
[2309, 693, 332, 179]
[2474, 693, 332, 179]
[2639, 693, 332, 179]
[2804, 693, 332, 179]
[2969, 693, 332, 179]
[3134, 693, 332, 179]
[3299, 693, 332, 179]
[494, 928, 332, 179]
[659, 929, 332, 178]
[824, 929, 332, 177]
[989, 929, 332, 177]
[1154, 929, 332, 177]
[1319, 929, 332, 177]
[1484, 929, 332, 177]
[1649, 929, 332, 177]
[1814, 929, 332, 177]
[1979, 929, 332, 177]
[2144, 929, 332, 177]
[2309, 929, 332, 177]
[2474, 929, 332, 177]
[2639, 929, 332, 177]
[2804, 929, 332, 177]
[2969, 929, 332, 177]
[3134, 929, 332, 177]
[3299, 929, 332, 178]
