['x1', 'y2', 'w', 'h']
[288, 223, 226, 182]
[400, 223, 226, 177]
[512, 223, 226, 176]
[624, 226, 226, 173]
[736, 226, 226, 174]
[848, 227, 226, 175]
[960, 227, 226, 176]
[1072, 229, 226, 176]
[1184, 230, 226, 176]
[1296, 232, 226, 174]
[1408, 232, 226, 176]
[1520, 233, 226, 175]
[1632, 233, 226, 176]
[1744, 233, 226, 177]
[1856, 233, 226, 179]
[1968, 236, 226, 177]
[2080, 238, 226, 177]
[2192, 240, 226, 176]
[2304, 242, 226, 177]
[2416, 243, 226, 178]
[2528, 245, 226, 176]
[2640, 249, 226, 173]
[2752, 251, 226, 173]
[2864, 251, 226, 174]
[2976, 251, 226, 174]
[3088, 251, 226, 173]
[3200, 251, 226, 174]
[3312, 252, 226, 173]
[3424, 254, 226, 173]
[288, 456, 226, 180]
[400, 456, 226, 179]
[512, 456, 226, 179]
[624, 456, 226, 180]
[736, 458, 226, 180]
[848, 458, 226, 180]
[960, 459, 226, 179]
[1072, 460, 226, 179]
[1184, 460, 226, 179]
[1296, 462, 226, 179]
[1408, 463, 226, 178]
[1520, 463, 226, 178]
[1632, 465, 226, 176]
[1744, 465, 226, 177]
[1856, 466, 226, 176]
[1968, 466, 226, 176]
[2080, 468, 226, 176]
[2192, 469, 226, 175]
[2304, 471, 226, 173]
[2416, 471, 226, 174]
[2528, 472, 226, 175]
[2640, 472, 226, 175]
[2752, 472, 226, 175]
[2864, 474, 226, 173]
[2976, 474, 226, 173]
[3088, 475, 226, 173]
[3200, 475, 226, 173]
[3312, 475, 226, 173]
[3424, 475, 226, 175]
[288, 691, 226, 180]
[400, 692, 226, 179]
[512, 692, 226, 179]
[624, 692, 226, 179]
[736, 692, 226, 179]
[848, 692, 226, 179]
[960, 694, 226, 177]
[1072, 694, 226, 177]
[1184, 694, 226, 177]
[1296, 694, 226, 177]
[1408, 695, 226, 176]
[1520, 695, 226, 176]
[1632, 695, 226, 176]
[1744, 695, 226, 176]
[1856, 695, 226, 175]
[1968, 695, 226, 176]
[2080, 695, 226, 176]
[2192, 697, 226, 174]
[2304, 697, 226, 174]
[2416, 697, 226, 174]
[2528, 697, 226, 174]
[2640, 697, 226, 174]
[2752, 697, 226, 174]
[2864, 698, 226, 173]
[2976, 698, 226, 175]
[3088, 698, 226, 175]
[3200, 698, 226, 173]
[3312, 700, 226, 173]
[3424, 700, 226, 173]
[288, 924, 226, 181]
[400, 927, 226, 179]
[512, 929, 226, 177]
[624, 929, 226, 177]
[736, 929, 226, 177]
[848, 929, 226, 177]
[960, 929, 226, 176]
[1072, 929, 226, 176]
[1184, 929, 226, 176]
[1296, 929, 226, 174]
[1408, 927, 226, 176]
[1520, 927, 226, 175]
[1632, 927, 226, 175]
[1744, 927, 226, 173]
[1856, 927, 226, 173]
[1968, 926, 226, 174]
[2080, 926, 226, 174]
[2192, 927, 226, 172]
[2304, 926, 226, 173]
[2416, 926, 226, 173]
[2528, 926, 226, 173]
[2640, 926, 226, 171]
[2752, 924, 226, 173]
[2864, 924, 226, 173]
[2976, 923, 226, 174]
[3088, 923, 226, 173]
[3200, 923, 226, 173]
[3312, 923, 226, 171]
[3424, 923, 226, 171]
[288, 1158, 226, 181]
[400, 1158, 226, 183]
[512, 1158, 226, 183]
[624, 1158, 226, 181]
[736, 1156, 226, 182]
[848, 1155, 226, 182]
[960, 1155, 226, 180]
[1072, 1155, 226, 179]
[1184, 1153, 226, 179]
[1296, 1152, 226, 179]
[1408, 1152, 226, 177]
[1520, 1150, 226, 179]
[1632, 1150, 226, 179]
[1744, 1150, 226, 178]
[1856, 1150, 226, 178]
[1968, 1149, 226, 177]
[2080, 1149, 226, 176]
[2192, 1149, 226, 176]
[2304, 1147, 226, 178]
[2416, 1147, 226, 176]
[2528, 1147, 226, 176]
[2640, 1146, 226, 176]
[2752, 1144, 226, 178]
[2864, 1144, 226, 178]
[2976, 1144, 226, 176]
[3088, 1144, 226, 176]
[3200, 1144, 226, 176]
[3312, 1144, 226, 176]
[3424, 1144, 226, 175]
