['x1', 'y2', 'w', 'h']
[409, 232, 267, 177]
[542, 232, 267, 177]
[675, 231, 267, 178]
[808, 231, 267, 178]
[941, 231, 267, 177]
[1074, 230, 267, 177]
[1207, 230, 267, 177]
[1340, 229, 267, 178]
[1473, 229, 267, 179]
[1606, 229, 267, 179]
[1739, 229, 267, 176]
[1872, 228, 267, 177]
[2005, 228, 267, 177]
[2138, 227, 267, 177]
[2271, 227, 267, 177]
[2404, 227, 267, 177]
[2537, 227, 267, 176]
[2670, 226, 267, 177]
[2803, 226, 267, 177]
[2936, 226, 267, 176]
[3069, 222, 267, 180]
[3202, 222, 267, 180]
[3335, 226, 267, 178]
[409, 465, 267, 179]
[542, 465, 267, 179]
[675, 465, 267, 179]
[808, 465, 267, 178]
[941, 464, 267, 180]
[1074, 464, 267, 180]
[1207, 464, 267, 178]
[1340, 463, 267, 179]
[1473, 463, 267, 179]
[1606, 463, 267, 178]
[1739, 462, 267, 179]
[1872, 462, 267, 178]
[2005, 462, 267, 178]
[2138, 461, 267, 179]
[2271, 461, 267, 179]
[2404, 461, 267, 179]
[2537, 460, 267, 180]
[2670, 460, 267, 179]
[2803, 460, 267, 178]
[2936, 460, 267, 178]
[3069, 460, 267, 178]
[3202, 459, 267, 179]
[3335, 459, 267, 180]
[409, 701, 267, 179]
[542, 701, 267, 179]
[675, 701, 267, 179]
[808, 700, 267, 180]
[941, 700, 267, 179]
[1074, 700, 267, 179]
[1207, 700, 267, 178]
[1340, 699, 267, 179]
[1473, 699, 267, 179]
[1606, 698, 267, 179]
[1739, 698, 267, 179]
[1872, 697, 267, 180]
[2005, 697, 267, 180]
[2138, 697, 267, 180]
[2271, 697, 267, 179]
[2404, 696, 267, 179]
[2537, 696, 267, 179]
[2670, 696, 267, 179]
[2803, 696, 267, 179]
[2936, 695, 267, 179]
[3069, 695, 267, 179]
[3202, 695, 267, 179]
[3335, 695, 267, 179]
[409, 937, 267, 177]
[542, 937, 267, 177]
[675, 937, 267, 177]
[808, 936, 267, 177]
[941, 936, 267, 177]
[1074, 936, 267, 177]
[1207, 935, 267, 178]
[1340, 935, 267, 177]
[1473, 935, 267, 178]
[1606, 934, 267, 179]
[1739, 934, 267, 177]
[1872, 934, 267, 177]
[2005, 934, 267, 177]
[2138, 933, 267, 177]
[2271, 933, 267, 177]
[2404, 933, 267, 177]
[2537, 932, 267, 177]
[2670, 932, 267, 177]
[2803, 932, 267, 177]
[2936, 932, 267, 176]
[3069, 931, 267, 177]
[3202, 931, 267, 177]
[3335, 931, 267, 177]
[409, 1170, 267, 178]
[542, 1171, 267, 177]
[675, 1170, 267, 178]
[808, 1170, 267, 178]
[941, 1170, 267, 177]
[1074, 1170, 267, 178]
[1207, 1169, 267, 179]
[1340, 1169, 267, 178]
[1473, 1168, 267, 178]
[1606, 1168, 267, 178]
[1739, 1168, 267, 178]
[1872, 1168, 267, 178]
[2005, 1167, 267, 178]
[2138, 1167, 267, 178]
[2271, 1167, 267, 178]
[2404, 1166, 267, 178]
[2537, 1166, 267, 178]
[2670, 1166, 267, 178]
[2803, 1165, 267, 178]
[2936, 1165, 267, 178]
[3069, 1165, 267, 178]
[3202, 1165, 267, 178]
[3335, 1165, 267, 177]
