['x1', 'y2', 'w', 'h']
[357, 224, 293, 178]
[503, 224, 293, 175]
[649, 225, 293, 174]
[795, 226, 293, 174]
[941, 228, 293, 174]
[1087, 229, 293, 174]
[1233, 231, 293, 175]
[1379, 232, 293, 174]
[1525, 234, 293, 173]
[1671, 235, 293, 175]
[1817, 235, 293, 177]
[1963, 237, 293, 176]
[2109, 240, 293, 176]
[2255, 242, 293, 176]
[2401, 244, 293, 176]
[2547, 248, 293, 175]
[2693, 251, 293, 174]
[2839, 254, 293, 171]
[2985, 254, 293, 172]
[3131, 254, 293, 172]
[3277, 256, 293, 172]
[3423, 257, 293, 172]
[357, 452, 293, 178]
[503, 452, 293, 178]
[649, 454, 293, 176]
[795, 454, 293, 178]
[941, 455, 293, 178]
[1087, 457, 293, 176]
[1233, 458, 293, 177]
[1379, 460, 293, 175]
[1525, 461, 293, 177]
[1671, 462, 293, 176]
[1817, 464, 293, 174]
[1963, 464, 293, 175]
[2109, 465, 293, 174]
[2255, 467, 293, 174]
[2401, 468, 293, 174]
[2547, 471, 293, 172]
[2693, 471, 293, 172]
[2839, 471, 293, 172]
[2985, 471, 293, 172]
[3131, 473, 293, 172]
[3277, 474, 293, 172]
[3423, 476, 293, 170]
[357, 683, 293, 178]
[503, 684, 293, 177]
[649, 684, 293, 177]
[795, 685, 293, 176]
[941, 685, 293, 176]
[1087, 685, 293, 177]
[1233, 687, 293, 175]
[1379, 687, 293, 175]
[1525, 687, 293, 175]
[1671, 687, 293, 175]
[1817, 687, 293, 175]
[1963, 688, 293, 174]
[2109, 688, 293, 174]
[2255, 690, 293, 173]
[2401, 690, 293, 173]
[2547, 690, 293, 173]
[2693, 691, 293, 172]
[2839, 691, 293, 174]
[2985, 691, 293, 174]
[3131, 693, 293, 172]
[3277, 693, 293, 172]
[3423, 694, 293, 171]
[357, 911, 293, 180]
[503, 914, 293, 177]
[649, 916, 293, 175]
[795, 917, 293, 174]
[941, 917, 293, 174]
[1087, 917, 293, 172]
[1233, 917, 293, 172]
[1379, 916, 293, 173]
[1525, 916, 293, 173]
[1671, 916, 293, 172]
[1817, 916, 293, 172]
[1963, 916, 293, 170]
[2109, 916, 293, 170]
[2255, 916, 293, 169]
[2401, 916, 293, 169]
[2547, 916, 293, 169]
[2693, 914, 293, 171]
[2839, 914, 293, 171]
[2985, 914, 293, 171]
[3131, 913, 293, 170]
[3277, 913, 293, 170]
[3423, 914, 293, 169]
[357, 1139, 293, 182]
[503, 1140, 293, 181]
[649, 1140, 293, 181]
[795, 1139, 293, 181]
[941, 1137, 293, 181]
[1087, 1137, 293, 180]
[1233, 1136, 293, 178]
[1379, 1136, 293, 176]
[1525, 1136, 293, 176]
[1671, 1134, 293, 177]
[1817, 1134, 293, 177]
[1963, 1133, 293, 176]
[2109, 1133, 293, 175]
[2255, 1131, 293, 177]
[2401, 1131, 293, 175]
[2547, 1131, 293, 175]
[2693, 1131, 293, 174]
[2839, 1130, 293, 175]
[2985, 1130, 293, 175]
[3131, 1130, 293, 175]
[3277, 1131, 293, 174]
[3423, 1131, 293, 173]
