['x1', 'y2', 'w', 'h']
[446, 217, 227, 192]
[559, 217, 227, 184]
[672, 217, 227, 187]
[785, 217, 227, 189]
[898, 220, 227, 189]
[1011, 225, 227, 188]
[1124, 230, 227, 186]
[1237, 234, 227, 182]
[1350, 237, 227, 181]
[1463, 237, 227, 181]
[1576, 237, 227, 181]
[1689, 237, 227, 181]
[1802, 237, 227, 186]
[1915, 242, 227, 186]
[2028, 247, 227, 186]
[2141, 254, 227, 184]
[2254, 259, 227, 183]
[2367, 264, 227, 181]
[2480, 266, 227, 181]
[2593, 266, 227, 181]
[2706, 266, 227, 181]
[2819, 266, 227, 181]
[2932, 266, 227, 181]
[3045, 271, 227, 184]
[3158, 276, 227, 181]
[3271, 283, 227, 176]
[446, 458, 227, 191]
[559, 458, 227, 184]
[672, 460, 227, 182]
[785, 463, 227, 181]
[898, 465, 227, 181]
[1011, 467, 227, 179]
[1124, 470, 227, 179]
[1237, 470, 227, 181]
[1350, 472, 227, 179]
[1463, 475, 227, 181]
[1576, 475, 227, 181]
[1689, 477, 227, 179]
[1802, 477, 227, 181]
[1915, 477, 227, 186]
[2028, 482, 227, 184]
[2141, 484, 227, 184]
[2254, 487, 227, 184]
[2367, 492, 227, 183]
[2480, 494, 227, 184]
[2593, 501, 227, 179]
[2706, 504, 227, 179]
[2819, 504, 227, 179]
[2932, 504, 227, 179]
[3045, 504, 227, 179]
[3158, 504, 227, 181]
[3271, 506, 227, 182]
[446, 700, 227, 189]
[559, 700, 227, 184]
[672, 700, 227, 187]
[785, 700, 227, 189]
[898, 703, 227, 186]
[1011, 703, 227, 188]
[1124, 705, 227, 189]
[1237, 708, 227, 186]
[1350, 710, 227, 186]
[1463, 710, 227, 186]
[1576, 713, 227, 186]
[1689, 715, 227, 184]
[1802, 715, 227, 186]
[1915, 717, 227, 187]
[2028, 720, 227, 184]
[2141, 722, 227, 184]
[2254, 725, 227, 186]
[2367, 727, 227, 184]
[2480, 730, 227, 181]
[2593, 732, 227, 179]
[2706, 734, 227, 177]
[2819, 737, 227, 176]
[2932, 737, 227, 176]
[3045, 737, 227, 179]
[3158, 739, 227, 177]
[3271, 739, 227, 177]
[446, 943, 227, 184]
[559, 943, 227, 184]
[672, 946, 227, 181]
[785, 948, 227, 181]
[898, 948, 227, 181]
[1011, 950, 227, 182]
[1124, 950, 227, 182]
[1237, 953, 227, 179]
[1350, 953, 227, 179]
[1463, 955, 227, 177]
[1576, 955, 227, 179]
[1689, 955, 227, 179]
[1802, 958, 227, 176]
[1915, 958, 227, 176]
[2028, 960, 227, 177]
[2141, 960, 227, 177]
[2254, 963, 227, 176]
[2367, 963, 227, 176]
[2480, 965, 227, 174]
[2593, 965, 227, 176]
[2706, 965, 227, 176]
[2819, 965, 227, 176]
[2932, 967, 227, 174]
[3045, 967, 227, 177]
[3158, 967, 227, 177]
[3271, 970, 227, 174]
[446, 1186, 227, 181]
[559, 1186, 227, 181]
[672, 1186, 227, 181]
