['x1', 'y2', 'w', 'h']
[399, 229, 266, 178]
[531, 230, 266, 177]
[663, 231, 266, 177]
[795, 231, 266, 178]
[927, 232, 266, 177]
[1059, 232, 266, 178]
[1191, 233, 266, 178]
[1323, 234, 266, 177]
[1455, 235, 266, 177]
[1587, 235, 266, 178]
[1719, 235, 266, 178]
[1851, 236, 266, 179]
[1983, 237, 266, 178]
[2115, 238, 266, 177]
[2247, 238, 266, 178]
[2379, 239, 266, 177]
[2511, 239, 266, 178]
[2643, 240, 266, 178]
[2775, 241, 266, 178]
[2907, 242, 266, 177]
[3039, 242, 266, 178]
[3171, 243, 266, 178]
[3303, 244, 266, 179]
[399, 463, 266, 179]
[531, 464, 266, 179]
[663, 464, 266, 180]
[795, 465, 266, 179]
[927, 466, 266, 179]
[1059, 467, 266, 179]
[1191, 467, 266, 180]
[1323, 468, 266, 180]
[1455, 468, 266, 180]
[1587, 469, 266, 179]
[1719, 470, 266, 179]
[1851, 470, 266, 180]
[1983, 471, 266, 179]
[2115, 472, 266, 179]
[2247, 472, 266, 180]
[2379, 473, 266, 179]
[2511, 473, 266, 180]
[2643, 473, 266, 181]
[2775, 473, 266, 182]
[2907, 476, 266, 179]
[3039, 477, 266, 179]
[3171, 477, 266, 180]
[3303, 478, 266, 180]
[399, 699, 266, 180]
[531, 699, 266, 181]
[663, 700, 266, 180]
[795, 701, 266, 181]
[927, 702, 266, 180]
[1059, 702, 266, 180]
[1191, 703, 266, 180]
[1323, 703, 266, 180]
[1455, 705, 266, 179]
[1587, 705, 266, 180]
[1719, 706, 266, 179]
[1851, 706, 266, 181]
[1983, 707, 266, 180]
[2115, 708, 266, 179]
[2247, 708, 266, 180]
[2379, 709, 266, 180]
[2511, 710, 266, 180]
[2643, 710, 266, 180]
[2775, 711, 266, 180]
[2907, 712, 266, 180]
[3039, 712, 266, 180]
[3171, 713, 266, 180]
[3303, 714, 266, 180]
[399, 935, 266, 178]
[531, 936, 266, 177]
[663, 936, 266, 178]
[795, 937, 266, 178]
[927, 938, 266, 178]
[1059, 939, 266, 177]
[1191, 939, 266, 178]
[1323, 940, 266, 178]
[1455, 941, 266, 177]
[1587, 941, 266, 178]
[1719, 942, 266, 178]
[1851, 942, 266, 178]
[1983, 943, 266, 178]
[2115, 944, 266, 178]
[2247, 945, 266, 177]
[2379, 945, 266, 178]
[2511, 946, 266, 178]
[2643, 947, 266, 177]
[2775, 947, 266, 178]
[2907, 948, 266, 178]
[3039, 949, 266, 178]
[3171, 949, 266, 178]
[3303, 950, 266, 178]
