['x1', 'y2', 'w', 'h']
[755, 160, 256, 186]
[882, 158, 256, 188]
[1009, 156, 256, 190]
[1136, 156, 256, 190]
[1263, 156, 256, 189]
[1390, 156, 256, 189]
[1517, 154, 256, 191]
[1644, 154, 256, 191]
[1771, 152, 256, 191]
[1898, 148, 256, 195]
[2025, 146, 256, 195]
[2152, 146, 256, 191]
[2279, 146, 256, 191]
[2406, 146, 256, 189]
[2533, 146, 256, 191]
[2660, 148, 256, 195]
[2787, 152, 256, 196]
[2914, 156, 256, 202]
[3041, 164, 256, 209]
[755, 411, 256, 189]
[882, 411, 256, 189]
[1009, 411, 256, 189]
[1136, 411, 256, 189]
[1263, 411, 256, 189]
[1390, 411, 256, 189]
[1517, 409, 256, 189]
[1644, 407, 256, 189]
[1771, 405, 256, 191]
[1898, 405, 256, 189]
[2025, 403, 256, 191]
[2152, 402, 256, 190]
[2279, 402, 256, 188]
[2406, 402, 256, 188]
[2533, 402, 256, 190]
[2660, 402, 256, 194]
[2787, 403, 256, 197]
[2914, 409, 256, 198]
[3041, 413, 256, 204]
[755, 664, 256, 185]
[882, 662, 256, 187]
[1009, 662, 256, 187]
[1136, 661, 256, 190]
[1263, 661, 256, 190]
[1390, 661, 256, 188]
[1517, 661, 256, 188]
[1644, 661, 256, 188]
[1771, 659, 256, 190]
[1898, 659, 256, 190]
[2025, 659, 256, 190]
[2152, 659, 256, 190]
[2279, 659, 256, 190]
[2406, 659, 256, 190]
[2533, 659, 256, 190]
[2660, 659, 256, 192]
[2787, 661, 256, 192]
[2914, 664, 256, 193]
[3041, 666, 256, 196]
[755, 912, 256, 184]
[882, 912, 256, 184]
[1009, 914, 256, 182]
[1136, 914, 256, 184]
[1263, 914, 256, 184]
[1390, 914, 256, 186]
[1517, 914, 256, 186]
[1644, 914, 256, 186]
[1771, 916, 256, 186]
[1898, 916, 256, 186]
[2025, 916, 256, 186]
[2152, 916, 256, 188]
[2279, 916, 256, 188]
[2406, 916, 256, 190]
[2533, 918, 256, 188]
[2660, 918, 256, 188]
[2787, 918, 256, 188]
[2914, 919, 256, 187]
[3041, 919, 256, 187]
[755, 1157, 256, 187]
[882, 1157, 256, 189]
[1009, 1159, 256, 189]
[1136, 1161, 256, 189]
[1263, 1161, 256, 191]
[1390, 1163, 256, 190]
[1517, 1165, 256, 188]
[1644, 1165, 256, 190]
[1771, 1167, 256, 190]
[1898, 1169, 256, 190]
[2025, 1169, 256, 192]
[2152, 1171, 256, 190]
[2279, 1171, 256, 192]
[2406, 1173, 256, 190]
[2533, 1173, 256, 190]
[2660, 1173, 256, 190]
[2787, 1171, 256, 190]
[2914, 1169, 256, 192]
[3041, 1163, 256, 194]
[755, 1409, 256, 190]
[882, 1409, 256, 192]
[1009, 1411, 256, 192]
[1136, 1412, 256, 193]
[1263, 1414, 256, 191]
[1390, 1414, 256, 193]
[1517, 1418, 256, 191]
[1644, 1420, 256, 191]
[1771, 1422, 256, 192]
[1898, 1424, 256, 192]
[2025, 1426, 256, 192]
[2152, 1428, 256, 192]
[2279, 1428, 256, 192]
[2406, 1430, 256, 190]
[2533, 1430, 256, 190]
[2660, 1428, 256, 192]
[2787, 1424, 256, 194]
[2914, 1418, 256, 196]
[3041, 1407, 256, 204]
[755, 1666, 256, 192]
[882, 1668, 256, 192]
[1009, 1669, 256, 193]
[1136, 1671, 256, 193]
[1263, 1671, 256, 193]
[1390, 1675, 256, 193]
[1517, 1677, 256, 192]
[1644, 1679, 256, 192]
[1771, 1679, 256, 194]
[1898, 1681, 256, 194]
[2025, 1683, 256, 194]
[2152, 1685, 256, 194]
[2279, 1687, 256, 192]
[2406, 1689, 256, 190]
[2533, 1685, 256, 194]
[2660, 1681, 256, 196]
[2787, 1675, 256, 198]
[2914, 1666, 256, 203]
[3041, 1648, 256, 214]
