['x1', 'y2', 'w', 'h']
[352, 247, 263, 179]
[483, 246, 263, 178]
[614, 246, 263, 176]
[745, 246, 263, 178]
[876, 247, 263, 179]
[1007, 249, 263, 179]
[1138, 252, 263, 176]
[1269, 255, 263, 174]
[1400, 253, 263, 176]
[1531, 253, 263, 176]
[1662, 255, 263, 174]
[1793, 256, 263, 176]
[1924, 258, 263, 177]
[2055, 262, 263, 175]
[2186, 265, 263, 173]
[2317, 265, 263, 175]
[2448, 265, 263, 175]
[2579, 265, 263, 175]
[2710, 266, 263, 174]
[2841, 268, 263, 173]
[2972, 269, 263, 173]
[3103, 272, 263, 173]
[3234, 276, 263, 171]
[3365, 278, 263, 170]
[352, 477, 263, 178]
[483, 477, 263, 176]
[614, 477, 263, 176]
[745, 477, 263, 178]
[876, 478, 263, 177]
[1007, 480, 263, 176]
[1138, 481, 263, 175]
[1269, 483, 263, 174]
[1400, 483, 263, 174]
[1531, 483, 263, 174]
[1662, 483, 263, 174]
[1793, 483, 263, 174]
[1924, 483, 263, 176]
[2055, 484, 263, 176]
[2186, 486, 263, 174]
[2317, 487, 263, 175]
[2448, 488, 263, 174]
[2579, 490, 263, 173]
[2710, 491, 263, 174]
[2841, 491, 263, 174]
[2972, 491, 263, 174]
[3103, 491, 263, 174]
[3234, 493, 263, 172]
[3365, 494, 263, 172]
[352, 708, 263, 177]
[483, 709, 263, 178]
[614, 709, 263, 178]
[745, 709, 263, 178]
[876, 709, 263, 176]
[1007, 711, 263, 174]
[1138, 711, 263, 174]
[1269, 711, 263, 174]
[1400, 711, 263, 174]
[1531, 711, 263, 174]
[1662, 711, 263, 174]
[1793, 712, 263, 173]
[1924, 712, 263, 173]
[2055, 712, 263, 173]
[2186, 712, 263, 173]
[2317, 712, 263, 173]
[2448, 714, 263, 170]
[2579, 714, 263, 171]
[2710, 714, 263, 171]
[2841, 714, 263, 171]
[2972, 714, 263, 171]
[3103, 714, 263, 171]
[3234, 714, 263, 171]
[3365, 715, 263, 172]
[352, 939, 263, 179]
[483, 940, 263, 178]
[614, 942, 263, 174]
[745, 940, 263, 175]
[876, 940, 263, 175]
[1007, 940, 263, 173]
[1138, 940, 263, 173]
[1269, 940, 263, 173]
[1400, 939, 263, 173]
[1531, 939, 263, 173]
[1662, 939, 263, 172]
[1793, 937, 263, 174]
[1924, 937, 263, 172]
[2055, 937, 263, 172]
[2186, 937, 263, 172]
[2317, 936, 263, 172]
[2448, 936, 263, 172]
[2579, 936, 263, 172]
[2710, 936, 263, 170]
[2841, 934, 263, 172]
[2972, 934, 263, 172]
[3103, 934, 263, 172]
[3234, 934, 263, 172]
[3365, 934, 263, 172]
[352, 1165, 263, 184]
[483, 1170, 263, 180]
[614, 1173, 263, 177]
[745, 1171, 263, 179]
[876, 1170, 263, 180]
[1007, 1168, 263, 181]
[1138, 1168, 263, 181]
[1269, 1168, 263, 179]
[1400, 1167, 263, 179]
[1531, 1165, 263, 179]
[1662, 1165, 263, 179]
[1793, 1164, 263, 179]
[1924, 1164, 263, 177]
[2055, 1162, 263, 178]
[2186, 1162, 263, 177]
[2317, 1161, 263, 176]
[2448, 1161, 263, 176]
[2579, 1161, 263, 175]
[2710, 1159, 263, 175]
[2841, 1159, 263, 174]
[2972, 1158, 263, 175]
[3103, 1155, 263, 175]
[3234, 1155, 263, 173]
[3365, 1154, 263, 173]
