['x1', 'y2', 'w', 'h']
[796, 157, 301, 187]
[946, 155, 301, 189]
[1096, 153, 301, 191]
[1246, 153, 301, 191]
[1396, 153, 301, 191]
[1546, 151, 301, 193]
[1696, 151, 301, 191]
[1846, 147, 301, 195]
[1996, 145, 301, 195]
[2146, 145, 301, 191]
[2296, 143, 301, 193]
[2446, 143, 301, 189]
[2596, 143, 301, 195]
[2746, 147, 301, 197]
[2896, 151, 301, 203]
[3046, 159, 301, 214]
[796, 409, 301, 189]
[946, 409, 301, 189]
[1096, 409, 301, 189]
[1246, 409, 301, 189]
[1396, 409, 301, 189]
[1546, 407, 301, 191]
[1696, 405, 301, 191]
[1846, 403, 301, 191]
[1996, 401, 301, 191]
[2146, 401, 301, 191]
[2296, 399, 301, 191]
[2446, 399, 301, 191]
[2596, 399, 301, 193]
[2746, 401, 301, 197]
[2896, 405, 301, 201]
[3046, 411, 301, 206]
[796, 663, 301, 187]
[946, 663, 301, 187]
[1096, 661, 301, 189]
[1246, 661, 301, 188]
[1396, 661, 301, 188]
[1546, 661, 301, 188]
[1696, 659, 301, 190]
[1846, 659, 301, 190]
[1996, 658, 301, 191]
[2146, 658, 301, 191]
[2296, 658, 301, 191]
[2446, 658, 301, 192]
[2596, 658, 301, 192]
[2746, 659, 301, 193]
[2896, 661, 301, 195]
[3046, 665, 301, 197]
[796, 914, 301, 183]
[946, 914, 301, 185]
[1096, 914, 301, 185]
[1246, 914, 301, 187]
[1396, 914, 301, 187]
[1546, 916, 301, 185]
[1696, 916, 301, 187]
[1846, 916, 301, 187]
[1996, 916, 301, 189]
[2146, 916, 301, 189]
[2296, 916, 301, 191]
[2446, 918, 301, 189]
[2596, 918, 301, 189]
[2746, 919, 301, 188]
[2896, 919, 301, 188]
[3046, 919, 301, 188]
[796, 1158, 301, 189]
[946, 1160, 301, 189]
[1096, 1160, 301, 191]
[1246, 1162, 301, 191]
[1396, 1164, 301, 191]
[1546, 1166, 301, 191]
[1696, 1168, 301, 191]
[1846, 1168, 301, 193]
[1996, 1170, 301, 193]
[2146, 1172, 301, 193]
[2296, 1174, 301, 191]
[2446, 1174, 301, 191]
[2596, 1174, 301, 191]
[2746, 1174, 301, 191]
[2896, 1170, 301, 193]
[3046, 1166, 301, 195]
[796, 1411, 301, 192]
[946, 1413, 301, 192]
[1096, 1414, 301, 193]
[1246, 1416, 301, 191]
[1396, 1416, 301, 195]
[1546, 1420, 301, 193]
[1696, 1422, 301, 193]
[1846, 1426, 301, 193]
[1996, 1428, 301, 193]
[2146, 1430, 301, 193]
[2296, 1432, 301, 193]
[2446, 1434, 301, 191]
[2596, 1432, 301, 193]
[2746, 1428, 301, 195]
[2896, 1422, 301, 199]
[3046, 1409, 301, 206]
[796, 1669, 301, 193]
[946, 1671, 301, 194]
[1096, 1673, 301, 194]
[1246, 1674, 301, 193]
[1396, 1678, 301, 193]
[1546, 1680, 301, 195]
[1696, 1682, 301, 195]
[1846, 1684, 301, 195]
[1996, 1686, 301, 195]
[2146, 1688, 301, 195]
[2296, 1690, 301, 193]
[2446, 1692, 301, 191]
[2596, 1688, 301, 195]
[2746, 1682, 301, 199]
[2896, 1671, 301, 204]
[3046, 1651, 301, 218]
