['x1', 'y2', 'w', 'h']
[771, 155, 276, 187]
[908, 153, 276, 189]
[1045, 153, 276, 189]
[1182, 151, 276, 191]
[1319, 151, 276, 191]
[1456, 151, 276, 191]
[1593, 149, 276, 191]
[1730, 147, 276, 193]
[1867, 145, 276, 193]
[2004, 143, 276, 195]
[2141, 141, 276, 195]
[2278, 141, 276, 191]
[2415, 141, 276, 191]
[2552, 143, 276, 191]
[2689, 143, 276, 197]
[2826, 147, 276, 200]
[2963, 153, 276, 206]
[3100, 162, 276, 218]
[771, 407, 276, 188]
[908, 407, 276, 188]
[1045, 408, 276, 187]
[1182, 407, 276, 188]
[1319, 407, 276, 188]
[1456, 407, 276, 188]
[1593, 405, 276, 188]
[1730, 403, 276, 190]
[1867, 401, 276, 191]
[2004, 401, 276, 189]
[2141, 399, 276, 191]
[2278, 397, 276, 191]
[2415, 397, 276, 191]
[2552, 397, 276, 193]
[2689, 399, 276, 194]
[2826, 401, 276, 198]
[2963, 405, 276, 202]
[3100, 412, 276, 208]
[771, 660, 276, 187]
[908, 660, 276, 187]
[1045, 660, 276, 187]
[1182, 658, 276, 189]
[1319, 658, 276, 189]
[1456, 658, 276, 189]
[1593, 657, 276, 190]
[1730, 657, 276, 190]
[1867, 657, 276, 188]
[2004, 657, 276, 188]
[2141, 655, 276, 190]
[2278, 655, 276, 190]
[2415, 655, 276, 190]
[2552, 657, 276, 190]
[2689, 657, 276, 192]
[2826, 658, 276, 193]
[2963, 660, 276, 197]
[3100, 664, 276, 197]
[771, 908, 276, 185]
[908, 908, 276, 187]
[1045, 910, 276, 185]
[1182, 910, 276, 185]
[1319, 912, 276, 185]
[1456, 912, 276, 187]
[1593, 912, 276, 187]
[1730, 912, 276, 187]
[1867, 912, 276, 189]
[2004, 912, 276, 189]
[2141, 912, 276, 191]
[2278, 914, 276, 189]
[2415, 914, 276, 189]
[2552, 914, 276, 189]
[2689, 914, 276, 191]
[2826, 916, 276, 189]
[2963, 916, 276, 187]
[3100, 918, 276, 185]
[771, 1155, 276, 188]
[908, 1156, 276, 189]
[1045, 1158, 276, 189]
[1182, 1158, 276, 191]
[1319, 1160, 276, 189]
[1456, 1160, 276, 193]
[1593, 1162, 276, 191]
[1730, 1164, 276, 193]
[1867, 1166, 276, 191]
[2004, 1168, 276, 191]
[2141, 1168, 276, 193]
[2278, 1170, 276, 191]
[2415, 1170, 276, 193]
[2552, 1172, 276, 191]
[2689, 1170, 276, 193]
[2826, 1168, 276, 193]
[2963, 1166, 276, 193]
[3100, 1160, 276, 195]
[771, 1406, 276, 193]
[908, 1408, 276, 193]
[1045, 1408, 276, 195]
[1182, 1410, 276, 193]
[1319, 1412, 276, 193]
[1456, 1416, 276, 191]
[1593, 1418, 276, 191]
[1730, 1420, 276, 193]
[1867, 1422, 276, 193]
[2004, 1424, 276, 194]
[2141, 1426, 276, 194]
[2278, 1428, 276, 192]
[2415, 1430, 276, 190]
[2552, 1428, 276, 192]
[2689, 1426, 276, 194]
[2826, 1420, 276, 198]
[2963, 1412, 276, 201]
[3100, 1401, 276, 206]
[771, 1664, 276, 195]
[908, 1666, 276, 193]
[1045, 1668, 276, 195]
[1182, 1670, 276, 195]
[1319, 1672, 276, 193]
[1456, 1676, 276, 192]
[1593, 1678, 276, 192]
[1730, 1680, 276, 194]
[1867, 1680, 276, 194]
[2004, 1681, 276, 197]
[2141, 1683, 276, 195]
[2278, 1687, 276, 193]
[2415, 1687, 276, 193]
[2552, 1685, 276, 193]
[2689, 1680, 276, 196]
[2826, 1672, 276, 202]
[2963, 1660, 276, 208]
[3100, 1639, 276, 220]
