['x1', 'y2', 'w', 'h']
[667, 177, 286, 188]
[809, 177, 286, 188]
[951, 175, 286, 188]
[1093, 175, 286, 188]
[1235, 175, 286, 190]
[1377, 175, 286, 190]
[1519, 173, 286, 190]
[1661, 172, 286, 191]
[1803, 172, 286, 191]
[1945, 168, 286, 193]
[2087, 168, 286, 192]
[2229, 168, 286, 190]
[2371, 168, 286, 188]
[2513, 168, 286, 188]
[2655, 168, 286, 192]
[2797, 170, 286, 193]
[2939, 172, 286, 198]
[3081, 179, 286, 202]
[3223, 186, 286, 212]
[667, 429, 286, 188]
[809, 429, 286, 188]
[951, 429, 286, 188]
[1093, 429, 286, 188]
[1235, 429, 286, 188]
[1377, 428, 286, 189]
[1519, 428, 286, 189]
[1661, 428, 286, 189]
[1803, 426, 286, 190]
[1945, 426, 286, 188]
[2087, 424, 286, 190]
[2229, 424, 286, 190]
[2371, 422, 286, 192]
[2513, 422, 286, 192]
[2655, 422, 286, 194]
[2797, 424, 286, 193]
[2939, 426, 286, 197]
[3081, 429, 286, 199]
[3223, 436, 286, 202]
[667, 682, 286, 186]
[809, 682, 286, 186]
[951, 682, 286, 186]
[1093, 682, 286, 188]
[1235, 682, 286, 188]
[1377, 682, 286, 188]
[1519, 682, 286, 188]
[1661, 682, 286, 188]
[1803, 680, 286, 190]
[1945, 680, 286, 190]
[2087, 680, 286, 192]
[2229, 680, 286, 192]
[2371, 680, 286, 192]
[2513, 680, 286, 192]
[2655, 680, 286, 192]
[2797, 682, 286, 191]
[2939, 684, 286, 191]
[3081, 685, 286, 192]
[3223, 689, 286, 191]
[667, 931, 286, 184]
[809, 931, 286, 186]
[951, 931, 286, 186]
[1093, 933, 286, 188]
[1235, 933, 286, 188]
[1377, 934, 286, 187]
[1519, 934, 286, 188]
[1661, 936, 286, 188]
[1803, 936, 286, 188]
[1945, 936, 286, 190]
[2087, 938, 286, 190]
[2229, 938, 286, 190]
[2371, 940, 286, 189]
[2513, 940, 286, 189]
[2655, 940, 286, 189]
[2797, 941, 286, 188]
[2939, 941, 286, 188]
[3081, 940, 286, 188]
[3223, 940, 286, 186]
[667, 1176, 286, 190]
[809, 1178, 286, 188]
[951, 1178, 286, 192]
[1093, 1180, 286, 191]
[1235, 1182, 286, 191]
[1377, 1183, 286, 192]
[1519, 1187, 286, 191]
[1661, 1187, 286, 193]
[1803, 1190, 286, 192]
[1945, 1190, 286, 194]
[2087, 1192, 286, 193]
[2229, 1194, 286, 193]
[2371, 1196, 286, 191]
[2513, 1197, 286, 190]
[2655, 1197, 286, 190]
[2797, 1196, 286, 191]
[2939, 1192, 286, 193]
[3081, 1187, 286, 197]
[3223, 1178, 286, 200]
[667, 1429, 286, 193]
[809, 1431, 286, 193]
[951, 1432, 286, 192]
[1093, 1432, 286, 194]
[1235, 1436, 286, 191]
[1377, 1438, 286, 193]
[1519, 1441, 286, 192]
[1661, 1443, 286, 193]
[1803, 1446, 286, 192]
[1945, 1448, 286, 193]
[2087, 1450, 286, 195]
[2229, 1452, 286, 193]
[2371, 1455, 286, 192]
[2513, 1455, 286, 192]
[2655, 1453, 286, 194]
[2797, 1450, 286, 195]
[2939, 1445, 286, 196]
[3081, 1434, 286, 204]
[3223, 1418, 286, 211]
