['x1', 'y2', 'w', 'h']
[569, 172, 353, 187]
[745, 170, 353, 189]
[921, 170, 353, 189]
[1097, 170, 353, 187]
[1273, 170, 353, 187]
[1449, 169, 353, 188]
[1625, 169, 353, 186]
[1801, 167, 353, 188]
[1977, 165, 353, 189]
[2153, 165, 353, 189]
[2329, 165, 353, 187]
[2505, 165, 353, 189]
[2681, 165, 353, 190]
[2857, 165, 353, 192]
[3033, 169, 353, 193]
[3209, 172, 353, 200]
[3385, 177, 353, 214]
[569, 425, 353, 189]
[745, 425, 353, 187]
[921, 424, 353, 188]
[1097, 422, 353, 190]
[1273, 422, 353, 190]
[1449, 422, 353, 190]
[1625, 422, 353, 190]
[1801, 420, 353, 192]
[1977, 420, 353, 191]
[2153, 419, 353, 192]
[2329, 419, 353, 190]
[2505, 420, 353, 189]
[2681, 420, 353, 191]
[2857, 420, 353, 192]
[3033, 420, 353, 196]
[3209, 424, 353, 197]
[3385, 429, 353, 202]
[569, 679, 353, 188]
[745, 679, 353, 188]
[921, 679, 353, 188]
[1097, 679, 353, 188]
[1273, 679, 353, 188]
[1449, 679, 353, 188]
[1625, 679, 353, 188]
[1801, 679, 353, 188]
[1977, 679, 353, 190]
[2153, 677, 353, 192]
[2329, 677, 353, 192]
[2505, 677, 353, 192]
[2681, 677, 353, 192]
[2857, 677, 353, 192]
[3033, 679, 353, 190]
[3209, 681, 353, 190]
[3385, 682, 353, 192]
[569, 931, 353, 185]
[745, 931, 353, 185]
[921, 931, 353, 186]
[1097, 932, 353, 187]
[1273, 932, 353, 187]
[1449, 932, 353, 189]
[1625, 934, 353, 187]
[1801, 934, 353, 189]
[1977, 934, 353, 190]
[2153, 936, 353, 188]
[2329, 936, 353, 190]
[2505, 938, 353, 188]
[2681, 938, 353, 188]
[2857, 938, 353, 188]
[3033, 938, 353, 188]
[3209, 936, 353, 188]
[3385, 934, 353, 190]
[569, 1176, 353, 188]
[745, 1177, 353, 189]
[921, 1179, 353, 190]
[1097, 1181, 353, 190]
[1273, 1182, 353, 192]
[1449, 1184, 353, 192]
[1625, 1186, 353, 192]
[1801, 1188, 353, 191]
[1977, 1189, 353, 192]
[2153, 1191, 353, 192]
[2329, 1193, 353, 192]
[2505, 1193, 353, 192]
[2681, 1194, 353, 191]
[2857, 1193, 353, 192]
[3033, 1189, 353, 196]
[3209, 1184, 353, 197]
[3385, 1174, 353, 204]
[569, 1422, 353, 190]
[745, 1424, 353, 192]
[921, 1427, 353, 192]
[1097, 1431, 353, 192]
[1273, 1432, 353, 194]
[1449, 1436, 353, 193]
[1625, 1438, 353, 195]
[1801, 1439, 353, 196]
[1977, 1443, 353, 195]
[2153, 1446, 353, 195]
[2329, 1448, 353, 195]
[2505, 1451, 353, 194]
[2681, 1453, 353, 192]
[2857, 1450, 353, 193]
[3033, 1444, 353, 199]
[3209, 1434, 353, 204]
[3385, 1414, 353, 217]
