['x1', 'y2', 'w', 'h']
[351, 194, 207, 187]
[454, 192, 207, 183]
[557, 192, 207, 185]
[660, 194, 207, 185]
[763, 194, 207, 187]
[866, 198, 207, 186]
[969, 201, 207, 185]
[1072, 205, 207, 183]
[1175, 209, 207, 181]
[1278, 212, 207, 178]
[1381, 212, 207, 178]
[1484, 212, 207, 178]
[1587, 212, 207, 178]
[1690, 212, 207, 180]
[1793, 214, 207, 181]
[1896, 216, 207, 183]
[1999, 220, 207, 183]
[2102, 225, 207, 183]
[2205, 229, 207, 181]
[2308, 236, 207, 178]
[2411, 238, 207, 179]
[2514, 240, 207, 179]
[2617, 240, 207, 179]
[2720, 240, 207, 179]
[2823, 240, 207, 179]
[2926, 240, 207, 179]
[3029, 242, 207, 179]
[3132, 245, 207, 180]
[3235, 249, 207, 179]
[3338, 256, 207, 176]
[351, 432, 207, 187]
[454, 431, 207, 183]
[557, 431, 207, 181]
[660, 434, 207, 180]
[763, 436, 207, 178]
[866, 438, 207, 179]
[969, 438, 207, 179]
[1072, 440, 207, 179]
[1175, 440, 207, 181]
[1278, 442, 207, 181]
[1381, 445, 207, 178]
[1484, 447, 207, 178]
[1587, 447, 207, 178]
[1690, 447, 207, 181]
[1793, 449, 207, 181]
[1896, 449, 207, 183]
[1999, 451, 207, 183]
[2102, 455, 207, 181]
[2205, 458, 207, 181]
[2308, 460, 207, 183]
[2411, 462, 207, 183]
[2514, 466, 207, 179]
[2617, 469, 207, 180]
[2720, 471, 207, 178]
[2823, 475, 207, 177]
[2926, 473, 207, 179]
[3029, 473, 207, 179]
[3132, 473, 207, 179]
[3235, 475, 207, 179]
[3338, 477, 207, 177]
[351, 671, 207, 183]
[454, 671, 207, 183]
[557, 671, 207, 185]
[660, 671, 207, 185]
[763, 671, 207, 185]
[866, 673, 207, 185]
[969, 675, 207, 183]
[1072, 677, 207, 183]
[1175, 677, 207, 186]
[1278, 677, 207, 186]
[1381, 680, 207, 185]
[1484, 682, 207, 183]
[1587, 684, 207, 183]
[1690, 684, 207, 183]
[1793, 686, 207, 181]
[1896, 688, 207, 181]
[1999, 688, 207, 183]
[2102, 691, 207, 180]
[2205, 693, 207, 181]
[2308, 695, 207, 179]
[2411, 697, 207, 177]
[2514, 699, 207, 177]
[2617, 702, 207, 174]
[2720, 702, 207, 174]
[2823, 702, 207, 176]
[2926, 704, 207, 174]
[3029, 704, 207, 176]
[3132, 704, 207, 176]
[3235, 706, 207, 174]
[3338, 706, 207, 176]
[351, 910, 207, 181]
[454, 910, 207, 181]
[557, 910, 207, 181]
[660, 912, 207, 179]
[763, 912, 207, 181]
[866, 915, 207, 178]
[969, 915, 207, 178]
[1072, 917, 207, 178]
[1175, 917, 207, 178]
[1278, 919, 207, 176]
[1381, 919, 207, 176]
[1484, 919, 207, 176]
[1587, 919, 207, 179]
[1690, 921, 207, 177]
[1793, 921, 207, 177]
[1896, 923, 207, 175]
[1999, 923, 207, 175]
[2102, 926, 207, 174]
[2205, 926, 207, 174]
[2308, 926, 207, 174]
[2411, 926, 207, 176]
[2514, 928, 207, 174]
[2617, 928, 207, 174]
[2720, 930, 207, 174]
[2823, 930, 207, 174]
[2926, 930, 207, 174]
[3029, 932, 207, 172]
[3132, 932, 207, 174]
[3235, 932, 207, 174]
[3338, 932, 207, 174]
[351, 1148, 207, 180]
[454, 1148, 207, 180]
