['x1', 'y2', 'w', 'h']
[238, 253, 184, 178]
[329, 252, 184, 179]
[420, 250, 184, 178]
[511, 250, 184, 176]
[602, 250, 184, 176]
[693, 250, 184, 178]
[784, 252, 184, 177]
[875, 252, 184, 177]
[966, 255, 184, 176]
[1057, 256, 184, 176]
[1148, 258, 184, 174]
[1239, 258, 184, 174]
[1330, 256, 184, 176]
[1421, 256, 184, 176]
[1512, 256, 184, 176]
[1603, 258, 184, 174]
[1694, 258, 184, 176]
[1785, 259, 184, 176]
[1876, 262, 184, 175]
[1967, 265, 184, 173]
[2058, 266, 184, 175]
[2149, 268, 184, 174]
[2240, 268, 184, 174]
[2331, 268, 184, 174]
[2422, 266, 184, 176]
[2513, 266, 184, 176]
[2604, 268, 184, 174]
[2695, 269, 184, 173]
[2786, 269, 184, 173]
[2877, 271, 184, 173]
[2968, 272, 184, 173]
[3059, 275, 184, 172]
[3150, 276, 184, 172]
[3241, 279, 184, 171]
[3332, 281, 184, 170]
[238, 483, 184, 179]
[329, 483, 184, 179]
[420, 483, 184, 177]
[511, 483, 184, 177]
[602, 483, 184, 177]
[693, 484, 184, 178]
[784, 484, 184, 178]
[875, 486, 184, 176]
[966, 486, 184, 176]
[1057, 487, 184, 175]
[1148, 487, 184, 176]
[1239, 487, 184, 176]
[1330, 487, 184, 176]
[1421, 487, 184, 176]
[1512, 487, 184, 176]
[1603, 487, 184, 176]
[1694, 487, 184, 176]
[1785, 487, 184, 178]
[1876, 488, 184, 177]
[1967, 488, 184, 177]
[2058, 490, 184, 176]
[2149, 491, 184, 175]
[2240, 491, 184, 177]
[2331, 493, 184, 175]
[2422, 494, 184, 174]
[2513, 496, 184, 173]
[2604, 496, 184, 173]
[2695, 496, 184, 173]
[2786, 496, 184, 173]
[2877, 496, 184, 173]
[2968, 496, 184, 173]
[3059, 496, 184, 174]
[3150, 497, 184, 173]
[3241, 499, 184, 171]
[3332, 499, 184, 171]
[238, 717, 184, 179]
[329, 718, 184, 178]
[420, 718, 184, 178]
[511, 718, 184, 178]
[602, 718, 184, 178]
[693, 718, 184, 178]
[784, 718, 184, 178]
[875, 718, 184, 178]
[966, 718, 184, 178]
[1057, 718, 184, 176]
[1148, 718, 184, 176]
[1239, 718, 184, 178]
[1330, 718, 184, 178]
[1421, 718, 184, 176]
[1512, 719, 184, 175]
[1603, 719, 184, 175]
[1694, 719, 184, 175]
[1785, 719, 184, 175]
[1876, 719, 184, 175]
[1967, 719, 184, 174]
[2058, 719, 184, 174]
[2149, 719, 184, 174]
[2240, 719, 184, 174]
[2331, 719, 184, 174]
[2422, 719, 184, 174]
[2513, 719, 184, 174]
[2604, 719, 184, 174]
[2695, 719, 184, 174]
[2786, 721, 184, 172]
[2877, 721, 184, 172]
[2968, 721, 184, 172]
[3059, 721, 184, 172]
[3150, 721, 184, 172]
[3241, 721, 184, 172]
[3332, 721, 184, 172]
[238, 950, 184, 178]
[329, 950, 184, 179]
[420, 952, 184, 177]
[511, 952, 184, 177]
[602, 952, 184, 177]
[693, 952, 184, 176]
[784, 952, 184, 175]
[875, 952, 184, 175]
[966, 950, 184, 175]
[1057, 950, 184, 175]
[1148, 950, 184, 174]
[1239, 950, 184, 174]
[1330, 949, 184, 175]
[1421, 949, 184, 175]
[1512, 949, 184, 173]
[1603, 949, 184, 173]
[1694, 947, 184, 175]
[1785, 947, 184, 174]
[1876, 947, 184, 174]
[1967, 946, 184, 173]
[2058, 946, 184, 173]
[2149, 946, 184, 173]
[2240, 945, 184, 173]
[2331, 945, 184, 173]
[2422, 945, 184, 173]
[2513, 945, 184, 171]
[2604, 945, 184, 171]
[2695, 943, 184, 173]
[2786, 943, 184, 173]
[2877, 943, 184, 173]
[2968, 943, 184, 172]
[3059, 943, 184, 172]
[3150, 943, 184, 172]
[3241, 943, 184, 172]
[3332, 943, 184, 172]
[238, 1178, 184, 184]
[329, 1180, 184, 183]
[420, 1184, 184, 181]
[511, 1186, 184, 179]
[602, 1187, 184, 178]
[693, 1186, 184, 179]
[784, 1184, 184, 179]
[875, 1183, 184, 180]
[966, 1183, 184, 179]
[1057, 1181, 184, 181]
[1148, 1181, 184, 178]
[1239, 1180, 184, 179]
[1330, 1180, 184, 179]
[1421, 1180, 184, 177]
[1512, 1178, 184, 179]
[1603, 1178, 184, 178]
[1694, 1177, 184, 178]
[1785, 1177, 184, 178]
[1876, 1177, 184, 176]
[1967, 1175, 184, 177]
[2058, 1175, 184, 177]
[2149, 1174, 184, 176]
[2240, 1174, 184, 176]
[2331, 1173, 184, 177]
[2422, 1173, 184, 176]
[2513, 1173, 184, 174]
[2604, 1173, 184, 174]
[2695, 1171, 184, 175]
[2786, 1170, 184, 174]
[2877, 1170, 184, 174]
[2968, 1168, 184, 175]
[3059, 1167, 184, 174]
[3150, 1165, 184, 175]
[3241, 1165, 184, 174]
[3332, 1164, 184, 173]
