['x', 'y', 'a', 'b']
[667, 223, 1722, 375]
[1194, 222, 2249, 375]
[1721, 221, 2776, 372]
[2248, 221, 3303, 372]
[2775, 221, 3830, 372]
[667, 457, 1722, 609]
[1194, 456, 2249, 609]
[1721, 456, 2776, 608]
[2248, 456, 3303, 607]
[2775, 456, 3830, 607]
[667, 693, 1722, 846]
[1194, 692, 2249, 845]
[1721, 692, 2776, 845]
[2248, 692, 3303, 844]
[2775, 692, 3830, 844]
[667, 929, 1722, 1080]
[1194, 929, 2249, 1080]
[1721, 929, 2776, 1079]
[2248, 928, 3303, 1079]
[2775, 928, 3830, 1078]
[667, 1163, 1722, 1315]
[1194, 1163, 2249, 1314]
[1721, 1162, 2776, 1314]
[2248, 1162, 3303, 1313]
[2775, 1162, 3830, 1313]
