['x', 'y', 'a', 'b']
[621, 276, 1697, 452]
[1159, 278, 2235, 457]
[1697, 282, 2773, 457]
[2235, 283, 3311, 460]
[2773, 287, 3849, 462]
[621, 500, 1697, 675]
[1159, 500, 2235, 675]
[1697, 500, 2773, 675]
[2235, 502, 3311, 675]
[2773, 502, 3849, 674]
[621, 724, 1697, 903]
[1159, 724, 2235, 899]
[1697, 722, 2773, 895]
[2235, 720, 3311, 894]
[2773, 720, 3849, 890]
[621, 947, 1697, 1126]
[1159, 942, 2235, 1121]
[1697, 939, 2773, 1116]
[2235, 935, 3311, 1210]
[2773, 935, 3849, 1210]
[621, 1168, 1697, 1353]
[1159, 1161, 2235, 1343]
[1697, 1154, 2773, 1336]
[2235, 1151, 3311, 1432]
[2773, 1151, 3849, 1432]
[621, 1393, 1697, 1582]
[1159, 1384, 2235, 1574]
[1697, 1377, 2773, 1563]
[2235, 1373, 3311, 1554]
[2773, 1373, 3849, 1544]
