['x', 'y', 'a', 'b']
[648, 145, 1717, 309]
[1182, 145, 2251, 307]
[1716, 145, 2785, 314]
[2250, 145, 3319, 352]
[2784, 155, 3853, 357]
[648, 401, 1717, 567]
[1182, 401, 2251, 567]
[1716, 401, 2785, 573]
[2250, 402, 3319, 594]
[2784, 411, 3853, 599]
[648, 658, 1717, 827]
[1182, 661, 2251, 829]
[1716, 663, 2785, 833]
[2250, 663, 3319, 841]
[2784, 668, 3853, 841]
[648, 914, 1717, 1081]
[1182, 917, 2251, 1088]
[1716, 922, 2785, 1092]
[2250, 926, 3319, 1092]
[2784, 929, 3853, 1092]
[648, 1164, 1717, 1342]
[1182, 1173, 2251, 1351]
[1716, 1180, 2785, 1351]
[2250, 1173, 3319, 1351]
[2784, 1171, 3853, 1351]
[648, 1417, 1717, 1600]
[1182, 1427, 2251, 1612]
[1716, 1437, 2785, 1613]
[2250, 1417, 3319, 1613]
[2784, 1413, 3853, 1610]
