['x', 'y', 'a', 'b']
[478, 252, 1360, 409]
[919, 259, 1801, 414]
[1360, 261, 2242, 421]
[1801, 269, 2683, 421]
[2242, 272, 3124, 429]
[2683, 277, 3565, 436]
[478, 483, 1360, 640]
[919, 490, 1801, 642]
[1360, 490, 2242, 647]
[1801, 493, 2683, 650]
[2242, 502, 3124, 650]
[2683, 502, 3565, 654]
[478, 719, 1360, 873]
[919, 721, 1801, 873]
[1360, 723, 2242, 874]
[1801, 724, 2683, 874]
[2242, 726, 3124, 874]
[2683, 729, 3565, 876]
[478, 954, 1360, 1104]
[919, 954, 1801, 1102]
[1360, 952, 2242, 1100]
[1801, 952, 2683, 1099]
[2242, 952, 3124, 1099]
[2683, 952, 3565, 1097]
[478, 1183, 1360, 1338]
[919, 1181, 1801, 1333]
[1360, 1178, 2242, 1330]
[1801, 1174, 2683, 1326]
[2242, 1174, 3124, 1325]
[2683, 1173, 3565, 1321]
[478, 1415, 1360, 1576]
[919, 1412, 1801, 1572]
[1360, 1409, 2242, 1567]
[1801, 1405, 2683, 1562]
[2242, 1399, 3124, 1557]
[2683, 1395, 3565, 1552]
