['x', 'y', 'a', 'b']
[360, 275, 910, 450]
[635, 276, 1185, 452]
[910, 278, 1460, 452]
[1185, 278, 1735, 450]
[1460, 278, 2010, 455]
[1735, 283, 2285, 457]
[2010, 283, 2560, 457]
[2285, 283, 2835, 455]
[2560, 283, 3110, 457]
[2835, 289, 3385, 462]
[3110, 292, 3660, 462]
[360, 502, 910, 675]
[635, 502, 1185, 675]
[910, 500, 1460, 675]
[1185, 500, 1735, 675]
[1460, 500, 2010, 674]
[1735, 500, 2285, 674]
[2010, 504, 2560, 675]
[2285, 504, 2835, 675]
[2560, 502, 3110, 675]
[2835, 502, 3385, 674]
[3110, 504, 3660, 674]
[360, 727, 910, 903]
[635, 726, 1185, 903]
[910, 726, 1460, 901]
[1185, 724, 1735, 899]
[1460, 724, 2010, 897]
[1735, 724, 2285, 895]
[2010, 724, 2560, 895]
[2285, 722, 2835, 894]
[2560, 720, 3110, 892]
[2835, 720, 3385, 890]
[3110, 720, 3660, 888]
[360, 953, 910, 1130]
[635, 951, 1185, 1126]
[910, 949, 1460, 1123]
[1185, 946, 1735, 1121]
[1460, 944, 2010, 1119]
[1735, 942, 2285, 1116]
[2010, 940, 2560, 1112]
[2285, 939, 2835, 1110]
[2560, 937, 3110, 1107]
[2835, 935, 3385, 1103]
[3110, 935, 3660, 1103]
[360, 1176, 910, 1357]
[635, 1173, 1185, 1352]
[910, 1169, 1460, 1348]
[1185, 1168, 1735, 1343]
[1460, 1164, 2010, 1339]
[1735, 1161, 2285, 1336]
[2010, 1155, 2560, 1332]
[2285, 1154, 2835, 1329]
[2560, 1152, 3110, 1325]
[2835, 1148, 3385, 1423]
[3110, 1148, 3660, 1423]
[360, 1405, 910, 1584]
[635, 1400, 1185, 1582]
[910, 1395, 1460, 1577]
[1185, 1391, 1735, 1574]
[1460, 1388, 2010, 1568]
[1735, 1384, 2285, 1563]
[2010, 1379, 2560, 1558]
[2285, 1374, 2835, 1552]
[2560, 1368, 3110, 1549]
[2835, 1364, 3385, 1544]
[3110, 1364, 3660, 1537]
