['x', 'y', 'a', 'b']
[341, 692, 709, 860]
[525, 692, 893, 860]
[709, 693, 1077, 861]
[893, 694, 1261, 863]
[1077, 694, 1445, 865]
[1261, 697, 1629, 865]
[1445, 697, 1813, 868]
[1629, 698, 1997, 869]
[1813, 699, 2181, 870]
[1997, 700, 2365, 871]
[2181, 700, 2549, 873]
[2365, 702, 2733, 873]
[2549, 703, 2917, 873]
[2733, 703, 3101, 873]
[2917, 703, 3285, 873]
[3101, 702, 3469, 871]
[3285, 702, 3653, 869]
[341, 902, 709, 1070]
[525, 903, 893, 1073]
[709, 905, 1077, 1075]
[893, 908, 1261, 1078]
[1077, 909, 1445, 1080]
[1261, 910, 1629, 1083]
[1445, 913, 1813, 1085]
[1629, 914, 1997, 1086]
[1813, 917, 2181, 1089]
[1997, 919, 2365, 1090]
[2181, 921, 2549, 1091]
[2365, 923, 2733, 1091]
[2549, 922, 2917, 1091]
[2733, 919, 3101, 1090]
[2917, 914, 3285, 1089]
[3101, 909, 3469, 1085]
[3285, 909, 3653, 1079]
