['x', 'y', 'a', 'b']
[311, 223, 560, 404]
[435, 223, 684, 399]
[559, 224, 808, 398]
[683, 226, 932, 399]
[807, 227, 1056, 399]
[931, 227, 1180, 402]
[1055, 229, 1304, 402]
[1179, 230, 1428, 405]
[1303, 230, 1552, 405]
[1427, 232, 1676, 407]
[1551, 233, 1800, 408]
[1675, 233, 1924, 408]
[1799, 233, 2048, 409]
[1923, 233, 2172, 411]
[2047, 236, 2296, 412]
[2171, 239, 2420, 415]
[2295, 242, 2544, 417]
[2419, 243, 2668, 420]
[2543, 245, 2792, 421]
[2667, 249, 2916, 423]
[2791, 251, 3040, 424]
[2915, 251, 3164, 424]
[3039, 251, 3288, 424]
[3163, 251, 3412, 423]
[3287, 252, 3536, 424]
[3411, 252, 3660, 426]
[311, 456, 560, 635]
[435, 456, 684, 634]
[559, 456, 808, 635]
[683, 456, 932, 635]
[807, 458, 1056, 637]
[931, 459, 1180, 637]
[1055, 460, 1304, 638]
[1179, 460, 1428, 638]
[1303, 462, 1552, 640]
[1427, 463, 1676, 640]
[1551, 463, 1800, 640]
[1675, 465, 1924, 640]
[1799, 465, 2048, 641]
[1923, 466, 2172, 641]
[2047, 466, 2296, 643]
[2171, 469, 2420, 643]
[2295, 469, 2544, 643]
[2419, 471, 2668, 644]
[2543, 472, 2792, 646]
[2667, 472, 2916, 646]
[2791, 472, 3040, 646]
[2915, 474, 3164, 646]
[3039, 474, 3288, 647]
[3163, 475, 3412, 647]
[3287, 475, 3536, 647]
[3411, 475, 3660, 649]
[311, 691, 560, 870]
[435, 692, 684, 870]
[559, 692, 808, 870]
[683, 692, 932, 870]
[807, 692, 1056, 870]
[931, 692, 1180, 870]
[1055, 694, 1304, 870]
[1179, 694, 1428, 870]
[1303, 694, 1552, 870]
[1427, 695, 1676, 870]
[1551, 695, 1800, 870]
[1675, 695, 1924, 870]
[1799, 695, 2048, 870]
[1923, 695, 2172, 870]
[2047, 695, 2296, 870]
[2171, 695, 2420, 870]
[2295, 697, 2544, 870]
[2419, 697, 2668, 870]
[2543, 697, 2792, 870]
[2667, 697, 2916, 870]
[2791, 697, 3040, 870]
[2915, 698, 3164, 870]
[3039, 698, 3288, 872]
[3163, 698, 3412, 872]
[3287, 700, 3536, 870]
[3411, 700, 3660, 872]
[311, 924, 560, 1105]
[435, 927, 684, 1105]
[559, 929, 808, 1105]
[683, 929, 932, 1105]
[807, 929, 1056, 1105]
[931, 929, 1180, 1104]
[1055, 929, 1304, 1104]
[1179, 929, 1428, 1104]
[1303, 929, 1552, 1102]
[1427, 927, 1676, 1102]
[1551, 927, 1800, 1101]
[1675, 927, 1924, 1101]
[1799, 927, 2048, 1099]
[1923, 926, 2172, 1099]
[2047, 926, 2296, 1099]
[2171, 926, 2420, 1098]
[2295, 926, 2544, 1098]
[2419, 926, 2668, 1098]
[2543, 926, 2792, 1098]
[2667, 926, 2916, 1096]
[2791, 924, 3040, 1096]
[2915, 924, 3164, 1096]
[3039, 923, 3288, 1095]
[3163, 923, 3412, 1095]
[3287, 923, 3536, 1093]
[3411, 923, 3660, 1093]
[311, 1158, 560, 1338]
[435, 1158, 684, 1340]
[559, 1158, 808, 1340]
[683, 1156, 932, 1338]
[807, 1156, 1056, 1337]
[931, 1155, 1180, 1336]
[1055, 1155, 1304, 1333]
[1179, 1153, 1428, 1333]
[1303, 1152, 1552, 1330]
[1427, 1152, 1676, 1328]
[1551, 1150, 1800, 1328]
[1675, 1150, 1924, 1328]
[1799, 1150, 2048, 1327]
[1923, 1150, 2172, 1325]
[2047, 1149, 2296, 1325]
[2171, 1149, 2420, 1324]
[2295, 1147, 2544, 1324]
[2419, 1147, 2668, 1322]
[2543, 1147, 2792, 1322]
[2667, 1146, 2916, 1321]
[2791, 1144, 3040, 1321]
[2915, 1144, 3164, 1321]
[3039, 1146, 3288, 1319]
[3163, 1144, 3412, 1319]
[3287, 1144, 3536, 1319]
[3411, 1144, 3660, 1319]
