['x', 'y', 'a', 'b']
[653, 194, 917, 381]
[785, 194, 1049, 379]
[917, 192, 1181, 379]
[1049, 190, 1313, 378]
[1181, 190, 1445, 378]
[1313, 190, 1577, 378]
[1445, 189, 1709, 378]
[1577, 187, 1841, 376]
[1709, 185, 1973, 376]
[1841, 184, 2105, 374]
[1973, 182, 2237, 372]
[2105, 180, 2369, 371]
[2237, 180, 2501, 369]
[2369, 178, 2633, 367]
[2501, 178, 2765, 366]
[2633, 178, 2897, 367]
[2765, 180, 3029, 371]
[2897, 184, 3161, 376]
[3029, 187, 3293, 383]
[3161, 192, 3425, 395]
[3293, 201, 3557, 407]
[653, 445, 917, 632]
[785, 445, 1049, 632]
[917, 445, 1181, 632]
[1049, 445, 1313, 632]
[1181, 445, 1445, 632]
[1313, 443, 1577, 630]
[1445, 443, 1709, 630]
[1577, 442, 1841, 629]
[1709, 440, 1973, 629]
[1841, 438, 2105, 627]
[1973, 436, 2237, 625]
[2105, 435, 2369, 624]
[2237, 433, 2501, 624]
[2369, 433, 2633, 622]
[2501, 435, 2765, 624]
[2633, 435, 2897, 624]
[2765, 435, 3029, 625]
[2897, 436, 3161, 629]
[3029, 438, 3293, 632]
[3161, 443, 3425, 641]
[3293, 448, 3557, 646]
[653, 698, 917, 882]
[785, 696, 1049, 882]
[917, 696, 1181, 882]
[1049, 696, 1313, 882]
[1181, 694, 1445, 882]
[1313, 694, 1577, 882]
[1445, 694, 1709, 882]
[1577, 694, 1841, 882]
[1709, 694, 1973, 882]
[1841, 693, 2105, 882]
[1973, 693, 2237, 882]
[2105, 691, 2369, 882]
[2237, 691, 2501, 882]
[2369, 691, 2633, 880]
[2501, 691, 2765, 880]
[2633, 693, 2897, 882]
[2765, 693, 3029, 882]
[2897, 693, 3161, 883]
[3029, 694, 3293, 883]
[3161, 696, 3425, 885]
[3293, 698, 3557, 885]
[653, 946, 917, 1128]
[785, 946, 1049, 1129]
[917, 946, 1181, 1131]
[1049, 946, 1313, 1131]
[1181, 947, 1445, 1131]
[1313, 947, 1577, 1133]
[1445, 949, 1709, 1133]
[1577, 949, 1841, 1133]
[1709, 949, 1973, 1134]
[1841, 949, 2105, 1134]
[1973, 949, 2237, 1136]
[2105, 949, 2369, 1136]
[2237, 951, 2501, 1136]
[2369, 951, 2633, 1138]
[2501, 951, 2765, 1138]
[2633, 949, 2897, 1138]
[2765, 949, 3029, 1136]
[2897, 949, 3161, 1136]
[3029, 947, 3293, 1136]
[3161, 946, 3425, 1134]
[3293, 946, 3557, 1131]
[653, 1190, 917, 1377]
[785, 1192, 1049, 1379]
[917, 1192, 1181, 1380]
[1049, 1193, 1313, 1382]
[1181, 1195, 1445, 1384]
[1313, 1197, 1577, 1384]
[1445, 1198, 1709, 1386]
[1577, 1198, 1841, 1387]
[1709, 1200, 1973, 1391]
[1841, 1202, 2105, 1392]
[1973, 1202, 2237, 1392]
[2105, 1204, 2369, 1394]
[2237, 1204, 2501, 1396]
[2369, 1205, 2633, 1396]
[2501, 1205, 2765, 1396]
[2633, 1205, 2897, 1396]
[2765, 1204, 3029, 1394]
[2897, 1200, 3161, 1392]
[3029, 1197, 3293, 1389]
[3161, 1188, 3425, 1386]
[3293, 1185, 3557, 1379]
[653, 1443, 917, 1631]
[785, 1443, 1049, 1635]
[917, 1444, 1181, 1637]
[1049, 1446, 1313, 1637]
[1181, 1446, 1445, 1638]
[1313, 1450, 1577, 1640]
[1445, 1451, 1709, 1642]
[1577, 1455, 1841, 1644]
[1709, 1456, 1973, 1645]
[1841, 1458, 2105, 1647]
[1973, 1460, 2237, 1650]
[2105, 1460, 2369, 1652]
[2237, 1462, 2501, 1654]
[2369, 1463, 2633, 1654]
[2501, 1463, 2765, 1654]
[2633, 1462, 2897, 1652]
[2765, 1456, 3029, 1652]
[2897, 1451, 3161, 1649]
[3029, 1444, 3293, 1644]
[3161, 1431, 3425, 1637]
[3293, 1422, 3557, 1628]
