['x', 'y', 'a', 'b']
[338, 240, 611, 416]
[474, 240, 747, 413]
[610, 241, 883, 414]
[746, 241, 1019, 416]
[882, 243, 1155, 418]
[1018, 243, 1291, 418]
[1154, 245, 1427, 421]
[1290, 246, 1563, 421]
[1426, 246, 1699, 421]
[1562, 249, 1835, 423]
[1698, 249, 1971, 423]
[1834, 250, 2107, 425]
[1970, 253, 2243, 427]
[2106, 254, 2379, 428]
[2242, 255, 2515, 430]
[2378, 258, 2651, 431]
[2514, 259, 2787, 431]
[2650, 263, 2923, 431]
[2786, 264, 3059, 432]
[2922, 267, 3195, 432]
[3058, 267, 3331, 433]
[3194, 267, 3467, 435]
[3330, 267, 3603, 436]
[338, 466, 611, 640]
[474, 466, 747, 640]
[610, 467, 883, 641]
[746, 468, 1019, 641]
[882, 470, 1155, 643]
[1018, 470, 1291, 643]
[1154, 471, 1427, 643]
[1290, 472, 1563, 644]
[1426, 472, 1699, 644]
[1562, 473, 1835, 644]
[1698, 473, 1971, 644]
[1834, 475, 2107, 645]
[1970, 475, 2243, 645]
[2106, 476, 2379, 647]
[2242, 476, 2515, 647]
[2378, 477, 2651, 647]
[2514, 478, 2787, 648]
[2650, 478, 2923, 648]
[2786, 480, 3059, 649]
[2922, 480, 3195, 649]
[3058, 481, 3331, 649]
[3194, 482, 3467, 650]
[3330, 482, 3603, 650]
[338, 693, 611, 870]
[474, 694, 747, 870]
[610, 694, 883, 870]
[746, 695, 1019, 870]
[882, 695, 1155, 870]
[1018, 695, 1291, 871]
[1154, 695, 1427, 871]
[1290, 695, 1563, 870]
[1426, 695, 1699, 870]
[1562, 695, 1835, 870]
[1698, 697, 1971, 870]
[1834, 697, 2107, 870]
[1970, 697, 2243, 868]
[2106, 697, 2379, 868]
[2242, 697, 2515, 868]
[2378, 697, 2651, 868]
[2514, 698, 2787, 868]
[2650, 698, 2923, 868]
[2786, 698, 3059, 868]
[2922, 698, 3195, 867]
[3058, 698, 3331, 867]
[3194, 698, 3467, 867]
[3330, 698, 3603, 867]
