['x', 'y', 'a', 'b']
[668, 187, 958, 374]
[813, 187, 1103, 374]
[958, 186, 1248, 374]
[1103, 186, 1393, 372]
[1248, 186, 1538, 372]
[1393, 186, 1683, 372]
[1538, 184, 1828, 372]
[1683, 182, 1973, 371]
[1828, 181, 2118, 371]
[1973, 179, 2263, 369]
[2118, 179, 2408, 367]
[2263, 177, 2553, 365]
[2408, 177, 2698, 364]
[2553, 177, 2843, 364]
[2698, 177, 2988, 367]
[2843, 181, 3133, 372]
[2988, 184, 3278, 379]
[3133, 191, 3423, 391]
[3278, 198, 3568, 404]
[3423, 211, 3713, 404]
[668, 439, 958, 624]
[813, 439, 1103, 624]
[958, 439, 1248, 625]
[1103, 439, 1393, 625]
[1248, 437, 1538, 624]
[1393, 437, 1683, 624]
[1538, 437, 1828, 624]
[1683, 436, 1973, 622]
[1828, 434, 2118, 622]
[1973, 434, 2263, 620]
[2118, 432, 2408, 620]
[2263, 430, 2553, 619]
[2408, 430, 2698, 619]
[2553, 430, 2843, 619]
[2698, 430, 2988, 622]
[2843, 432, 3133, 625]
[2988, 436, 3278, 629]
[3133, 439, 3423, 634]
[3278, 444, 3568, 642]
[3423, 453, 3713, 642]
[668, 689, 958, 872]
[813, 689, 1103, 872]
[958, 689, 1248, 873]
[1103, 689, 1393, 873]
[1248, 687, 1538, 873]
[1393, 687, 1683, 873]
[1538, 687, 1828, 875]
[1683, 687, 1973, 875]
[1828, 687, 2118, 875]
[1973, 687, 2263, 875]
[2118, 687, 2408, 875]
[2263, 685, 2553, 877]
[2408, 685, 2698, 877]
[2553, 685, 2843, 875]
[2698, 687, 2988, 877]
[2843, 687, 3133, 877]
[2988, 689, 3278, 879]
[3133, 690, 3423, 879]
[3278, 694, 3568, 880]
[3423, 697, 3713, 880]
[668, 935, 958, 1118]
[813, 935, 1103, 1118]
[958, 935, 1248, 1120]
[1103, 937, 1393, 1121]
[1248, 937, 1538, 1121]
[1393, 938, 1683, 1123]
[1538, 940, 1828, 1123]
[1683, 940, 1973, 1127]
[1828, 940, 2118, 1128]
[1973, 940, 2263, 1128]
[2118, 940, 2408, 1128]
[2263, 942, 2553, 1130]
[2408, 942, 2698, 1130]
[2553, 944, 2843, 1130]
[2698, 944, 2988, 1130]
[2843, 944, 3133, 1130]
[2988, 944, 3278, 1130]
[3133, 942, 3423, 1128]
[3278, 940, 3568, 1127]
[3423, 940, 3713, 1121]
[668, 1178, 958, 1364]
[813, 1180, 1103, 1368]
[958, 1181, 1248, 1370]
[1103, 1183, 1393, 1371]
[1248, 1185, 1538, 1373]
[1393, 1187, 1683, 1375]
[1538, 1188, 1828, 1378]
[1683, 1190, 1973, 1380]
[1828, 1192, 2118, 1381]
[1973, 1193, 2263, 1383]
[2118, 1193, 2408, 1385]
[2263, 1197, 2553, 1385]
[2408, 1197, 2698, 1387]
[2553, 1198, 2843, 1387]
[2698, 1197, 2988, 1387]
[2843, 1195, 3133, 1385]
[2988, 1190, 3278, 1383]
[3133, 1183, 3423, 1380]
[3278, 1178, 3568, 1375]
[3423, 1178, 3713, 1364]
[668, 1429, 958, 1619]
[813, 1431, 1103, 1621]
[958, 1431, 1248, 1623]
[1103, 1435, 1393, 1624]
[1248, 1435, 1538, 1626]
[1393, 1438, 1683, 1628]
[1538, 1440, 1828, 1630]
[1683, 1443, 1973, 1635]
[1828, 1445, 2118, 1638]
[1973, 1448, 2263, 1640]
[2118, 1450, 2408, 1643]
[2263, 1452, 2553, 1643]
[2408, 1453, 2698, 1643]
[2553, 1453, 2843, 1643]
[2698, 1452, 2988, 1643]
[2843, 1446, 3133, 1641]
[2988, 1440, 3278, 1636]
[3133, 1426, 3423, 1631]
[3278, 1416, 3568, 1623]
[3423, 1416, 3713, 1607]
