['x', 'y', 'a', 'b']
[489, 221, 737, 402]
[613, 221, 861, 402]
[737, 220, 985, 402]
[861, 220, 1109, 401]
[985, 218, 1233, 401]
[1109, 218, 1357, 399]
[1233, 218, 1481, 401]
[1357, 218, 1605, 401]
[1481, 217, 1729, 401]
[1605, 215, 1853, 399]
[1729, 214, 1977, 399]
[1853, 214, 2101, 398]
[1977, 212, 2225, 396]
[2101, 211, 2349, 396]
[2225, 209, 2473, 395]
[2349, 209, 2597, 393]
[2473, 209, 2721, 393]
[2597, 209, 2845, 392]
[2721, 211, 2969, 393]
[2845, 212, 3093, 395]
[2969, 214, 3217, 398]
[3093, 215, 3341, 402]
[3217, 220, 3465, 407]
[3341, 224, 3589, 417]
[489, 464, 737, 645]
[613, 464, 861, 645]
[737, 464, 985, 645]
[861, 462, 1109, 645]
[985, 462, 1233, 643]
[1109, 462, 1357, 643]
[1233, 462, 1481, 643]
[1357, 461, 1605, 643]
[1481, 461, 1729, 643]
[1605, 459, 1853, 643]
[1729, 459, 1977, 642]
[1853, 458, 2101, 640]
[1977, 458, 2225, 640]
[2101, 456, 2349, 640]
[2225, 456, 2473, 640]
[2349, 456, 2597, 640]
[2473, 456, 2721, 640]
[2597, 455, 2845, 639]
[2721, 455, 2969, 639]
[2845, 455, 3093, 640]
[2969, 458, 3217, 642]
[3093, 459, 3341, 643]
[3217, 461, 3465, 646]
[3341, 464, 3589, 651]
[489, 703, 737, 884]
[613, 703, 861, 884]
[737, 705, 985, 884]
[861, 705, 1109, 884]
[985, 703, 1233, 884]
[1109, 702, 1357, 886]
[1233, 702, 1481, 886]
[1357, 705, 1605, 887]
[1481, 703, 1729, 887]
[1605, 703, 1853, 887]
[1729, 703, 1977, 887]
[1853, 703, 2101, 886]
[1977, 703, 2225, 887]
[2101, 703, 2349, 887]
[2225, 703, 2473, 887]
[2349, 705, 2597, 887]
[2473, 703, 2721, 887]
[2597, 703, 2845, 887]
[2721, 703, 2969, 887]
[2845, 703, 3093, 887]
[2969, 703, 3217, 887]
[3093, 703, 3341, 887]
[3217, 705, 3465, 887]
[3341, 705, 3589, 886]
[489, 941, 737, 1119]
[613, 941, 861, 1122]
[737, 943, 985, 1122]
[861, 943, 1109, 1124]
[985, 946, 1233, 1124]
[1109, 946, 1357, 1125]
[1233, 946, 1481, 1127]
[1357, 947, 1605, 1127]
[1481, 949, 1729, 1128]
[1605, 949, 1853, 1130]
[1729, 949, 1977, 1131]
[1853, 949, 2101, 1131]
[1977, 949, 2225, 1133]
[2101, 950, 2349, 1134]
[2225, 950, 2473, 1134]
[2349, 952, 2597, 1136]
[2473, 952, 2721, 1136]
[2597, 952, 2845, 1136]
[2721, 952, 2969, 1136]
[2845, 950, 3093, 1134]
[2969, 950, 3217, 1133]
[3093, 947, 3341, 1133]
[3217, 944, 3465, 1130]
[3341, 941, 3589, 1127]
[489, 1178, 737, 1362]
[613, 1179, 861, 1362]
[737, 1179, 985, 1363]
[861, 1182, 1109, 1365]
[985, 1182, 1233, 1366]
[1109, 1184, 1357, 1369]
[1233, 1185, 1481, 1371]
[1357, 1187, 1605, 1372]
[1481, 1190, 1729, 1374]
[1605, 1190, 1853, 1375]
[1729, 1193, 1977, 1378]
[1853, 1193, 2101, 1378]
[1977, 1194, 2225, 1380]
[2101, 1196, 2349, 1381]
[2225, 1196, 2473, 1383]
[2349, 1197, 2597, 1383]
[2473, 1199, 2721, 1384]
[2597, 1199, 2845, 1384]
[2721, 1197, 2969, 1383]
[2845, 1196, 3093, 1383]
[2969, 1193, 3217, 1381]
[3093, 1188, 3341, 1378]
[3217, 1182, 3465, 1374]
[3341, 1171, 3589, 1368]
