['x', 'y', 'a', 'b']
[814, 157, 1139, 343]
[976, 155, 1301, 343]
[1138, 153, 1463, 343]
[1300, 153, 1625, 343]
[1462, 153, 1787, 343]
[1624, 151, 1949, 343]
[1786, 149, 2111, 341]
[1948, 145, 2273, 339]
[2110, 145, 2435, 337]
[2272, 143, 2597, 335]
[2434, 143, 2759, 331]
[2596, 143, 2921, 337]
[2758, 147, 3083, 343]
[2920, 151, 3245, 354]
[3082, 159, 3407, 381]
[3244, 172, 3569, 381]
[814, 409, 1139, 597]
[976, 409, 1301, 597]
[1138, 409, 1463, 597]
[1300, 409, 1625, 597]
[1462, 409, 1787, 597]
[1624, 407, 1949, 595]
[1786, 403, 2111, 595]
[1948, 403, 2273, 593]
[2110, 401, 2435, 591]
[2272, 399, 2597, 589]
[2434, 399, 2759, 589]
[2596, 399, 2921, 591]
[2758, 401, 3083, 597]
[2920, 405, 3245, 605]
[3082, 411, 3407, 622]
[3244, 421, 3569, 622]
[814, 663, 1139, 849]
[976, 663, 1301, 849]
[1138, 661, 1463, 849]
[1300, 661, 1625, 848]
[1462, 661, 1787, 848]
[1624, 659, 1949, 848]
[1786, 659, 2111, 848]
[1948, 659, 2273, 848]
[2110, 658, 2435, 848]
[2272, 658, 2597, 848]
[2434, 658, 2759, 848]
[2596, 658, 2921, 849]
[2758, 659, 3083, 851]
[2920, 661, 3245, 855]
[3082, 665, 3407, 863]
[3244, 671, 3569, 863]
[814, 914, 1139, 1096]
[976, 914, 1301, 1098]
[1138, 914, 1463, 1098]
[1300, 914, 1625, 1100]
[1462, 914, 1787, 1100]
[1624, 916, 1949, 1102]
[1786, 916, 2111, 1102]
[1948, 916, 2273, 1104]
[2110, 916, 2435, 1104]
[2272, 916, 2597, 1106]
[2434, 918, 2759, 1106]
[2596, 918, 2921, 1106]
[2758, 919, 3083, 1106]
[2920, 919, 3245, 1106]
[3082, 919, 3407, 1106]
[3244, 921, 3569, 1106]
[814, 1158, 1139, 1346]
[976, 1160, 1301, 1348]
[1138, 1160, 1463, 1350]
[1300, 1162, 1625, 1352]
[1462, 1164, 1787, 1354]
[1624, 1168, 1949, 1358]
[1786, 1168, 2111, 1358]
[1948, 1170, 2273, 1362]
[2110, 1172, 2435, 1364]
[2272, 1174, 2597, 1364]
[2434, 1174, 2759, 1364]
[2596, 1174, 2921, 1364]
[2758, 1174, 3083, 1364]
[2920, 1170, 3245, 1362]
[3082, 1164, 3407, 1360]
[3244, 1164, 3569, 1354]
[814, 1411, 1139, 1602]
[976, 1413, 1301, 1604]
[1138, 1414, 1463, 1606]
[1300, 1416, 1625, 1608]
[1462, 1418, 1787, 1610]
[1624, 1420, 1949, 1612]
[1786, 1424, 2111, 1616]
[1948, 1426, 2273, 1618]
[2110, 1430, 2435, 1622]
[2272, 1430, 2597, 1624]
[2434, 1434, 2759, 1624]
[2596, 1432, 2921, 1624]
[2758, 1426, 3083, 1622]
[2920, 1420, 3245, 1620]
[3082, 1403, 3407, 1614]
[3244, 1403, 3569, 1602]
