['x', 'y', 'a', 'b']
[790, 160, 1080, 345]
[935, 158, 1225, 345]
[1080, 156, 1370, 345]
[1225, 156, 1515, 344]
[1370, 156, 1660, 344]
[1515, 154, 1805, 344]
[1660, 154, 1950, 344]
[1805, 150, 2095, 342]
[1950, 148, 2240, 340]
[2095, 146, 2385, 338]
[2240, 146, 2530, 336]
[2385, 146, 2675, 334]
[2530, 146, 2820, 336]
[2675, 146, 2965, 342]
[2820, 150, 3110, 347]
[2965, 158, 3255, 363]
[3110, 166, 3400, 384]
[3255, 181, 3545, 384]
[790, 411, 1080, 599]
[935, 411, 1225, 599]
[1080, 411, 1370, 599]
[1225, 411, 1515, 599]
[1370, 411, 1660, 599]
[1515, 409, 1805, 597]
[1660, 407, 1950, 595]
[1805, 405, 2095, 595]
[1950, 403, 2240, 593]
[2095, 402, 2385, 593]
[2240, 402, 2530, 591]
[2385, 402, 2675, 589]
[2530, 402, 2820, 591]
[2675, 402, 2965, 595]
[2820, 403, 3110, 601]
[2965, 409, 3255, 610]
[3110, 415, 3400, 622]
[3255, 426, 3545, 622]
[790, 664, 1080, 848]
[935, 662, 1225, 848]
[1080, 662, 1370, 848]
[1225, 661, 1515, 850]
[1370, 661, 1660, 850]
[1515, 661, 1805, 848]
[1660, 661, 1950, 848]
[1805, 659, 2095, 848]
[1950, 659, 2240, 848]
[2095, 659, 2385, 848]
[2240, 659, 2530, 848]
[2385, 659, 2675, 848]
[2530, 659, 2820, 848]
[2675, 659, 2965, 852]
[2820, 661, 3110, 852]
[2965, 664, 3255, 858]
[3110, 666, 3400, 863]
[3255, 674, 3545, 863]
[790, 912, 1080, 1095]
[935, 912, 1225, 1095]
[1080, 914, 1370, 1097]
[1225, 914, 1515, 1097]
[1370, 914, 1660, 1097]
[1515, 914, 1805, 1099]
[1660, 914, 1950, 1099]
[1805, 916, 2095, 1101]
[1950, 916, 2240, 1101]
[2095, 916, 2385, 1103]
[2240, 916, 2530, 1103]
[2385, 916, 2675, 1105]
[2530, 918, 2820, 1105]
[2675, 918, 2965, 1105]
[2820, 918, 3110, 1105]
[2965, 919, 3255, 1105]
[3110, 919, 3400, 1105]
[3255, 921, 3545, 1103]
[790, 1157, 1080, 1344]
[935, 1159, 1225, 1345]
[1080, 1159, 1370, 1347]
[1225, 1161, 1515, 1349]
[1370, 1161, 1660, 1352]
[1515, 1163, 1805, 1352]
[1660, 1165, 1950, 1356]
[1805, 1167, 2095, 1356]
[1950, 1169, 2240, 1358]
[2095, 1169, 2385, 1360]
[2240, 1171, 2530, 1362]
[2385, 1171, 2675, 1362]
[2530, 1173, 2820, 1362]
[2675, 1173, 2965, 1362]
[2820, 1171, 3110, 1360]
[2965, 1167, 3255, 1360]
[3110, 1163, 3400, 1356]
[3255, 1163, 3545, 1351]
[790, 1409, 1080, 1597]
[935, 1409, 1225, 1602]
[1080, 1411, 1370, 1602]
[1225, 1412, 1515, 1604]
[1370, 1414, 1660, 1606]
[1515, 1418, 1805, 1608]
[1660, 1420, 1950, 1610]
[1805, 1422, 2095, 1613]
[1950, 1424, 2240, 1615]
[2095, 1426, 2385, 1619]
[2240, 1428, 2530, 1619]
[2385, 1430, 2675, 1619]
[2530, 1430, 2820, 1619]
[2675, 1428, 2965, 1619]
[2820, 1422, 3110, 1617]
[2965, 1412, 3255, 1613]
[3110, 1401, 3400, 1608]
[3255, 1401, 3545, 1596]
